Field1,Inv No,FindNo,Alternate No,Fibre type,No of Fragments,Measurements in mm unless otherwise stated,Diameter of threads in mm (Warp/Weft),spin (Warp),spin (Weft),Thread count             per cm Warp,Thread count             per cm Weft,Weave,Type,Fulling,Fluffy Weft,Quality of Weave,Relationships/sample/ next steps,Color and Comments,Textile Analysis Reports,Source Document,Page No,Present GAG,<Older find or group no?>,Unit,Context No,Building Phase,Start Date,End Date,Real Date,Period_Date,Attribution
1,SKH03-1315,1315,,Wool,1,23 cm x 18.34 mm,0.77 / 1.04,Z2s,s,9,9,Twill 2/2 diagonal,twill,y,Y,homespun,,"Dark Brown;   this object number comprises 2 felts, one knit and one weave; only the weave was analyzed; warps are spun hard; weft threads are twice as wide and fluffy; when there is no mention of industrial, it is assumed to be homespun; this means that",,Textiles Skalholt Analysis sheet 2003 final (1),77,,,,243,S11.4,1740,1740,1740,1720-1750,Priests Living Quarters
1,SKH03-2062,2062,,Wool,1,35.5 cm x 15.5 cm weight: 42.09 gms,0.16 / 0.58,Zs/S,z,10 to 11,11,Twill 2/2 diagonal,twill,,,thick,like <SKH03-2615> which might also be sailcloth,Dark Brown; hard spun warp and loosely spun weft; sailcloth; twill is definitely in diagonal and has been covered with a layer of grease and is very  stiff; there is a hole at the base of the cloth that has been mended with black plied thread as in the ca,,Textiles Skalholt Analysis sheet 2003 final (1),7 to 9,,,,350,S5.4,1780,1800,1780-1800,1780-1810,Pantry/Study & Library
1,SKH03-2134,2134,,Wool,4,60.34x41.76 / 64.83x57.05 / 76.70x42.77 / 21.97x14.54,0.66 / 1.39,S2z,s,8,7,Twill 2/2 diagonal,twill,,,,all pieces of same cloth,"One piece: Brown/Black warp (piece has black boarder with right angle); other pieces are light brown; ""apart from the table [tablet?] weaving there is no play with the different shades of brown and black; these different colours are not sewn together but",,Textiles Skalholt Analysis sheet 2003 final (1),34,,,,464,S5.4,1780,1800,1780-1800,1780-1810,Pantry/Study & Library
1,SKH03-2795,2795,,Wool,2,145.58x71.70 / 40.37x20.99,0.47 / 0.95,z,s,11 to 12,8,Twill 2/2 diagonal,twill,,,,two frags from same piece,"Dark Brown; follows traditional pattern of Z warp, S weft.",,Textiles Skalholt Analysis sheet 2003 final (1),17,,,,589,S20.2,1670,1700,1670-1700,1660-1720,School Dormitory
1,SKH03-2872,2872,,Wool,1,12 cm x 11.5 cm,0.47 / 1.62,z,Z2s,16,13 to 14,Twill 2/2 diagonal,twill,,,fine cloth,,"Brown; very high thread count; piece is cut into ""languettes,"" 6 of them.",,Textiles Skalholt Analysis sheet 2003 final (1),16,,,,603,C.4,1850,1890,1850-1890,1840-1900,Courtyard
1,SKH03-3035,3035,,Wool,1,107.23x49.57,0.41 / 1.63,z,s,9,8,Twill 2/2 diagonal,twill,Y,Y,,,Brown; hard spun warp is hardly visible; fluffy weft; in some places the warp threads look plied but the fabric is so fulled it is impossible to tell; very fulled but not to the point of pure felt.,,Textiles Skalholt Analysis sheet 2003 final (1),32,,,,680,S4.2,1760,1780,1760-1780,1750-1780,Lodge/Dining Room & Chambers
1,SKH05-6918 c,6918,1450,Wool,2,110.95 x 18.85   /  88.72 x 16.10,0.75 / 1.24,Z2s,S2z,?,6 ?,Twill 2/2 diagonal,twill,y,y,,,"Black, Dark Brown, Tan; Reddish Brown; weft dominant; double plied; coarse warp, fluffy weft; the pieces are strips with cut edges and both have a former fold running lengthwise down them- perhaps they were lengths of hem that were cut off, no thread hole",,"Textiles, Laboratory Work Sheets from  SKH05-KS12 #2 ADC","12, 14",,,,1450,S5.2,1740,1760,1740-1760,1720-1780,Bishops Dining Room
1,SKH05-6919,6919,1323,Wool,1,129.82 x 138.48,0.80 / 0.94,Z and Z2S ?,S?,9,8,Twill 2/2 diagonal,twill,y,y,very regular,,"Black, Tan; possibly woven on a flat loom; triangular piece;  you would think it had been plied in both directions because of the ridges in the twill, yet almost all the yarns observed appeared single; heavily fulled surfaces on both sides with fluffy bla",,"Textiles, Laboratory Work Sheets from SKH05-KS12 #7 ADC",1,,,,1323,S31.1,1650,1700,1650-1700,1660-1690,Bishops Former Living Quarters
1,SKH05-6920 e,6920,1390,Wool,8,58.43 x 33.62   /  51.34 x 26.34   /  34.32 x 22.95   /  54.32 x 30.86   /  46.14 x 19.48   /  38.48 x 11.98   /  34.62 x 24.24   /  42.63 x 16.07,0.73 / 1.20,Z2s,S2z,8,8,Twill 2/2 diagonal,twill,,,,,"Black, Tan; Tan, Black; plied both directions, though weft ply is much subtler than the warp – in places the weft just looks paired; warp is coarser than the weft but the weft is not fluffy; no fulling or finish on either side; from a distance, the diagon",,"Textiles, Laboratory Work Sheets from  SKH05-KS12 #2 ADC","21, 27",,,,1390,S5.2,1740,1760,1740-1760,1720-1780,Bishops Dining Room
1,SKH05-6923 a,6923,1424,Wool,2,129.20 x 53.04   /  118.53 x 11.45,0.66 / 1.34,Z2s,s (or s s),8,7,Twill 2/2 diagonal,twill,y,y,homespun,,"Brown, Black, Tan; Brown, Tan, Black; black, glossy coarse s-plied z warp, fluffy fine weft, perhaps doubled but I did not see plying; in about the same place on both sides, roughly half the surface is fulled;  from a distance, there are alternating diago",,"Textiles, Laboratory Work Sheets from  SKH05-KS12 #3 ADC",8,,,,1424,S5.2,1740,1760,1740-1760,1720-1780,Bishops Dining Room
1,SKH05-6929 3 of 3 g,6929,1527,Wool,11,58.12 x 10.02   /  47.72  x 25.49   /  45.17 x 23.54   /  45.44 x 9.88   /  37.66 x 26.83   /  37.91 x 10.35   /  25.79 x 19.42   /  30.68 x 14.38   /  28.23 x 15.23   /  18.11 x 16.23   /  25.93 x 11.72,0.65 / 0.85,Z2s,S2z,10,6,Twill 2/2 diagonal,twill,y,,homespun,,"Dark Brown, Black, Tan; Dark Brown; plied both directions, in fact the weft ply is much more apparent here than usual on these homespun textiles; warp is coarse and weft is fine but not particularly fluffy; some fulling – by wear?",,"Textiles, Laboratory Work Sheets from SKH05-KS12 #6 ADC","1, 8",,,,1527,S5.2,1740,1760,1740-1760,1720-1780,Bishops Dining Room
1,SKH05-6929 e,6929,1527,Wool,3,65.80 x 37.17   /  45.30 x 39.14   / 28.5 x 8.44,0.99 / 1.33,Z2s,S2z,7,6,Twill 2/2 diagonal,twill,,,homespun,,"Black, Tan; plied both directions; dark fabric; coarse warp, fine weft, but not fluffy.",,"Textiles, Laboratory Work Sheets from SKH05-KS12 #5 ADC","6, 10",,,,1527,S5.2,1740,1760,1740-1760,1720-1780,Bishops Dining Room
1,SKH05-6929 f,6929,1527,Wool,2,49.83 x 49.42   /  37.00 x 25.74,0.92 / 1.06,Z2s,S2z,7 to 8,8,Twill 2/2 diagonal,twill,,,homespun,,"Black, Light Brown; Light Brown; coarse warp, fine weft but not fluffy;",,"Textiles, Laboratory Work Sheets from SKH05-KS12 #5 ADC","6, 11",,,,1527,S5.2,1740,1760,1740-1760,1720-1780,Bishops Dining Room
1,SKH05-6929 g,6929,1527,Wool,3,40.86 x 21.97   /  26.89 x 18.02   /  27.67 x 16.66,0.89 / 1.38,Z2s,S2z,8,7,Twill 2/2 diagonal,twill,,,homespun,,"Black, Tan; Dark Brown, Black; coarse warp, fine weft that is not fluffy; this is another piece where it is hard to tell whether the weft it doubled or plied but the dynoscope shows crossover in the weft.",,"Textiles, Laboratory Work Sheets from SKH05-KS12 #5 ADC","6, 11",,,,1527,S5.2,1740,1760,1740-1760,1720-1780,Bishops Dining Room
1,SKH05-6929 h,6929,1527,Wool,11,61.56 x 24.92   /  48.88 x 24.35   / 46.56 x 25.72   /  44.22 x 20.23   /  39.41 x 26.88   /  36.71 x 26.09   /  44.01 x 32.52   /  28.70 x 26.79   /  58.35 x 17.31   /  38.33 x 14.17   /  25.41 x 25.16,1.08 / 1.47,Z2s,S2z,9,8,Twill 2/2 diagonal,twill,y,y,homespun,,"Black, Tan; fine weft is fluffy when fulled, but not fluffy in areas where the fulling is gone – (removed by wear?); plied in both directions; very black and fluffy from a distance; more fulled on one side than the other – though both sides do show fullin",,"Textiles, Laboratory Work Sheets from SKH05-KS12 #5 ADC","6, 12",,,,1527,S5.2,1740,1760,1740-1760,1720-1780,Bishops Dining Room
1,SKH05-6942 a,6942,1313,Wool,1,87.69 x 31.60,0.60 / 0.97,z,s,9 to 10,7,Twill 2/2 diagonal,twill,y (wear),y,homespun,,"Black, Tan; Light Brown; coarse warp, fluffy weft; slightly fulled by wear.",,"Textiles, Laboratory Work Sheets from SKH05-KS12 #4 ADC",18,,,,1313,S5.4,1780,1800,1780-1800,1780-1810,Pantry/Study & Library
1,SKH05-6949,6949,1468,Wool,1,102.36 x 21.38,?,Z2S,S S ? S2z,6,5,Twill 2/2 diagonal,twill,y,y,homespun,,"Dark Brown, Black, Tan;   clearly plied warp – weft is paired and in at least one place the yarns actually cross as S2z ply; coarse warp and weft that is fine but fluffy only where the fragment is fulled; the textile is fulled in places on both sides with",,"Textiles, Laboratory Work Sheets from SKH05-KS12 #7 ADC",10,,,,1469,S5.2,1740,1760,1740-1760,1720-1780,Bishops Dining Room
1,SKH05-6958 c,6958,1449,Wool,2,88.93 x 19.40   /  89.32 x 8.75,1.12 / 1.47,Z2S,S S?,6,5,Twill 2/2 diagonal,twill,y,,,,"Black, Dark Brown, Tan; Dark Brown, Brown; weft is not obviously plied – paired? or single?; coarse warp, weft is fine; there is fulling on both sides but it is not the same as on imports and the fibers meander around instead of being tightly curled – per",,"Textiles, Laboratory Work Sheets from SKH05-KS12 #8 ADC","1, 3",,,,1449,S5.2,1740,1760,1740-1760,1720-1780,Bishops Dining Room
1,SKH05-6972,6972,1524,Wool,4,42.52 x 20.12   /  23.50 x 22.90   /  24.13 x 17.27   / 22 x 19.65,0.67 / 0.80,Z2S,S2Z,8,8,Twill 2/2 diagonal,twill,,,,,"Black, Light Brown; Brown, Light Brown; plied in both directions as shown in dynoscope photo, but this fragment is like many others in which the weft most often looks paired and only occasionally can be observed plying; regular thread count; warp is a coa",,"Textiles, Laboratory Work Sheets from SKH05-KS12 #7 ADC",18,,,,1524,S18.7,1770,1790,1770-1790,1750-1810,Pantry
1,SKH05-6973 b,6973,1323,Wool,1,122.65 x 9.80,0.82 / 1.31,Z2S,I or S S ?,10,6 ?,Twill 2/2 diagonal,twill,y,y,,,"Black, Tan; Tan, Black; I did not observe plying in the weft or much spin – possibly double S-spun yarns; coarse warp, fine fluffy weft that is probably the source of the fibers that make up the fulling;   fulling on both surfaces; cut edges.",,"Textiles, Laboratory Work Sheets from SKH05-KS12 #8 ADC","5, 6",,,,1323,S31.1,1650,1700,1650-1700,1660-1690,Bishops Former Living Quarters
1,SKH05-6987 b,6987,1323,Wool,1,55.64 x 24.78,0.53 / 0.57,Z ?,S ?,13,13,Twill 2/2 diagonal,twill,y,,import,,"Black, Tan; probably an import; little difference between the fibers in the warp and in the weft; there is considerably more fulling (black fibers) on one side than the other; fulling makes it difficult to see the structure.",,"Textiles, Laboratory Work Sheets from SKH05-KS12 #7 ADC","20, 21",,,,1323,S31.1,1650,1700,1650-1700,1660-1690,Bishops Former Living Quarters
1,SKH05-7001,7001,1475,Wool,1,113.71 x 11.19,0.58 / 0.86,Z2s,"I, S, S2z",10,12,Twill 2/2 diagonal,twill,,,,,"Light Brown, Tan; Dark Brown; Light Brown, Tan; extensive selvage; Z2s warp but weft has a variety of fiber directions: I, S, S2z; not much difference in the texture of warp and weft – both have predominantly fine fibers and a few coarse ones.",,"Textiles, Laboratory Work Sheets from SKH05-KS12 #6 ADC",23,,,,1475,S13.2,1750,1800,1750-1800,1750-1810,Main Corridor
1,SKH05-7169 a,7169,1627,Wool,1,76.85 x 60.35,0.69 / 0.89,Z2S,S2Z,11,13,Twill 2/2 diagonal,twill,y,,,,"Light Brown; possibly flat loom because of even thread count; weft has Dark Brown and Brown yarns in some places; finished surface on both sides, though one side has pronounced ridges and the other is relatively flat; difficult to see structure through fu",,"Textiles, Laboratory Work Sheets from SKH05-KS12 #7 ADC",15,,,,1627,S7.1,1720,1760,1720-1760,1720-1780,Vestibule & Corridor
1,SKH05-7169 b,7169,1627,Wool,1,66.12 x 30.84,0.80 / 1.11,Z2S,S2Z,9,9,Twill 2/2 diagonal,twill,,,,,"Black, Dark Brown, Tan / Dark Brown, Light Brown; even thread count, perhaps flat loom; glossy warp.",,"Textiles, Laboratory Work Sheets from SKH05-KS12 #7 ADC",16,,,,1627,S7.1,1720,1760,1720-1760,1720-1780,Vestibule & Corridor
1,SKH06-09615 a,9615,,Wool,3,26.5 cm x 17 cm / 11 cm x 3 cm / 106.96x19.41,n/a,Z2s,s,7,7,Twill 2/2 diagonal,twill,,y,homespun,will draw a pattern,"Brown; this is a fairly large piece and it may be a piece of a garment, possibly top of a sleeve; in the Greenlandic book, the sleeve is the only one with a semi-circular form; the 11cm x 3 cm piece may be a different cloth but it is hard to determine.",,Textiles Skalholt field season final (1),11,,,,1861,S31.2,1700,1720,1700-1720,1690-1720,Bishops Dining Room
1,SKH06-09615 g,9615,,Wool,2,17 cm x 9 cm / 15 cm x 8 cm,0.86 / 1.14,Z2s,s,6,8,Twill 2/2 diagonal,twill,Y,,homespun,,"Brown; two pieces; one is more fulled than the other; per recap on page 75, ""most pieces of cloth from 9615 are homespun and look like they were produced on warp weighted loom; ""see photos for different cloth types; ""some of these might not be accurate an",,Textile Skalholt 2006 field season final (1).docx  <SKH-09615 a-d> are on pages 11-14.,"59,61",,,,1861,S31.2,1700,1720,1700-1720,1690-1720,Bishops Dining Room
1,SKH06-09620 b,9620,,Wool,2,54.68x27.40 / 37.72x17.45,0.73 / 0.52,Z2s,s?,10,10,Twill 2/2 diagonal,twill,,,homespun,,Brown; not sure if weft is plied as well; in some instances the fibers have separated; in other cases they look like singles; weft threads also look like they have close to no spin - I?,,Textile Skalholt 2006 field season final (1).docx,"76, 77",,,,2079,C.2-3,1720,1850,1720-1850,1720-1870,Courtyard
1,SKH06-09627,9627,,Wool,3,45.56x41.00 / 48.19x25.15 / 46.35x32.51,0.87 / 1.19,Z2s,s,8 to 9,9,Twill 2/2 diagonal,twill,,,"homespun, probably; tight",sample for indigo; all pieces of same cloth,"Black; diagonal weave, tight weave; very napped and very dirty so weave is obscured by nap and dirt.","""SKH-2006-9627 (Skálholt)·      3 wool yarns from plain-weave fabric; longest 4 cm; dark color possibly from soil; negative test for presence of indigo; fibers used in test rinsed and returned to envelope·      not as degraded as many others from Skálholt",Textile Skalholt 2006 field season final (1).docx,42,,,,1968,S18.5,1740,1760,1740-1760,1720-1780,Pantry
1,SKH06-09637 b,9637,,Wool,1,125.33x91.16,0.92 / ?,Z2s,s,n/a,n/a,Twill 2/2 diagonal,twill,Y,,homespun,,Brown; impossible to see weave with any clarity as it is so matted and fulled the weave has disappeared.,,Textile Skalholt 2006 field season final (1).docx,85,,,,2242,S17.6,1750,1770,1750-1770,1750-1780,Meat Store
1,SKH06-09637 c,9637,,Wool,3,70.13x40.26 / 53.77x33.28 / 44.70x14.48,0.60 / 1.41,Z2s,S2z,11,11,Twill 2/2 diagonal,twill,,,homespun,,"Brown; threads look z spun, but are s and plied z contrary to the warp that is z plied s.",,Textile Skalholt 2006 field season final (1).docx,"85,86",,,,2242,S17.6,1750,1770,1750-1770,1750-1780,Meat Store
1,SKH06-09661 a,9661,,Wool,1,92.36x85.70,0.64 / 1.11,S2z ?,s2s,8,8 to 9,Twill 2/2 diagonal,twill,Y from use?,Y,homespun,,"Brown; ""Plied warp and weft in the s direction, although I am not sure of this as the cloth is very dirty and [it is] difficult to see, and the weft threads are so much thicker that they obscure the warp;"" unlike many others in this batch, this looks home","""SKH-2006-9661 (Skálholt) • protein fibers matted together; very uniform diameters ~ 25-30µ; scale pattern not discernible, but they may have degraded while in the ground; could be Icelandic sheep or goat (see knowns of both).""  Icelandic Textile Analysis",Textile Skalholt 2006 field season final (1).docx,31,,,,1861,S31.2,1700,1720,1700-1720,1690-1720,Bishops Dining Room
1,SKH06-64-9798 a,9798,,Wool,1,71.40 x 81.56,1.10 / 1.09,Z2S,S,10,9,Twill 2/2 diagonal,twill,,,,,Brown; caked with mud - not possible to see whether there is a surface finish,,"Textiles, Laboratory Work sheet",12,,,,2346,S31.1,1650,1700,1650-1700,1660-1690,Bishops Former Living Quarters
1,SKH06-64-9798 a,9798,,Wool,2,28 cm  x 3 cm / 21.5 cm  x 10.44,0.97 / 0.91,Z2s,s,11,9,Twill 2/2 diagonal,twill,y,,,,Brown; fulling makes it difficult to see weave; nothing diagnostic.,,"Textiles, Laboratory Work sheet BOX SKH 2006- KS. 6 continuation",12,,,,2346,S31.1,1650,1700,1650-1700,1660-1690,Bishops Former Living Quarters
1,SKH06-64-9800,9800,,Wool,1,150.96 x 59.54,1.14 / 1.43,Z2S,S,7,6,Twill 2/2 diagonal,twill,y,y,homespun,,"Dark Brown; very coarse, surface fulling, fluffy wefts so the fulling could be the result of intentional fulling or the result of wear probably intentional, its is not impossible this was woven on a flat loom- either way this is another example of homespu",,"Textiles, Laboratory Work Sheet Skalholt March 2nd 2015 SKH06-KS12",6,,,,2333,S17.6,1750,1770,1750-1770,1750-1780,Meat Store
1,SKH06-64-9823 e,9823,,Wool,3,69.79 x 39.51  /  74.05 x 40.66  /  89.43 x 13.72,1.0 / 1.33,Z2S,S,8,7,Twill 2/2 diagonal,twill,y,,,,"Brown; all from same cloth, all are cut fragments",,"Textiles, Laboratory Work sheet","5, 7",,,,2495,S17.5,1720,1750,1720-1750,1720-1750,Meat Store
1,SKH06-64-9827 a,9827,,Wool,1,137.41 x 10.33,0.71 / 0.88,z,s,11,11 to 12,Twill 2/2 diagonal,twill,,,,,"Brown; one fragment, folded over on itself with probably a hem - the ""memory"" of which is still there.",,"Textiles, Laboratory Work sheet BOX SKH 2006- KS. 6 continuation",26,,,,2341,S25.3,1720,1720,1720,1720-1750,Boys Lodge (servants?)
1,SKH06-64-9831 a,9831,,Wool,2,34.35 x 4.22  /  38.15 x 5.94,0.71 / 0.88,z,s,11,11 to 12,Twill 2/2 diagonal,twill,,,,,"Brown; one fragment folded over itself with probably a hem with the ""memory"" of the fold.",,"Textiles, Laboratory Work sheet BOX SKH 2006- KS. 6 continuation",26,,,,2500,S17.5,1720,1750,1720-1750,1720-1750,Meat Store
1,SKH07-15761 e,15761,,Wool,1,32 cm x 8.5 cm,0.59 / 1.32,Z2s,S2z ?,7,7,Twill 2/2 diagonal,twill,y,,homespun; thick; nice quality,,Reddish Brown; weft threads very matted and hard to see; thick enough to have been used as an outer coat fabric; possibly made on warp weighted loom.,,Textiles Skalholt 2007 (2).docx,6,,,,2823,S25.1,1670,1710,1670-1710,1660-1720,Boys Lodge (servants?)
1,SKH07-15761 i,15761,,Wool,1,135.61x57.83,1.11 / 1.45,z,s,7,7,Twill 2/2 diagonal,twill,,,homespun; like old style of weaving,,Reddish Brown; woven on warp weighted loom.,,Textiles Skalholt 2007 (2).docx,9,,,,2823,S25.1,1670,1710,1670-1710,1660-1720,Boys Lodge (servants?)
1,SKH07-15719 a duplicate No.,15719,,Wool,12,29 cm x 5.5 cm / 15 cm x 5 cm /  20.5 cm x 4.5 cm /  7 cm x 1 cm / 7.5 cm x 1 cm /  6 cm x 2 cm /  62.09x8.73 / 46.66x8.73 /  122.53 x 14.07 /  129.30x15.88 / 45.92x9.12 / 16.84x13.28,0.94 / 1.23,Z2s,s,7,7,Twill 2/2 diagonal,twill,,,,all part of one garment,"Dark Brown; there is a collar with two holes probably used to insert a thread to tie at the collar; there is also another piece which might be part of the front of a shirt, it is hemmed; there is another fragment which might also be part of the collar, an",,Textiles Skalholt 2007 final (1),16,,,,2653,S25.2,1710,1720,1710-1720,1690-1720,Boys Lodge (servants?)
1,SKH07-15721 a,15721,,Wool,13,137.40x138.90 (largest of the 13),0.62 / 1.02,Z2s,s,8,8,Twill 2/2 diagonal,twill,,,,,Brown.,,Textiles Skalholt 2007 final (1),107,,,,2641,S25.2,1710,1720,1710-1720,1690-1720,Boys Lodge (servants?)
1,SKH07-15726,15726,,Wool,1,25.5 cm x 3 cm,0.84 / 1.02,Z2s,s,8,9,Twill 2/2 diagonal,twill,y,y,,,Black; plied warp threads are invisible.,,Textiles Skalholt 2007 final (1),77,,,,2672,S25.2,1710,1720,1710-1720,1690-1720,Boys Lodge (servants?)
1,SKH07-15727,15727,,Wool,1,16 cm x 2 cm,0.97 / 1.13,Z2s,s,9,9,Twill 2/2 diagonal,twill,,y,even thread count,,"Dark Brown warp, Brown weft; ""this is the edge or hem, no stitching is visible on the piece.",,Textiles Skalholt 2007 final (1),56,,,,2654,S25.2,1710,1720,1710-1720,1690-1720,Boys Lodge (servants?)
1,SKH07-15733 b,15733,,Wool,4,48.18x35.50 / 35.48x41.60 / 62.60x29.38 / 50.62x19.12,0.46 / 0.83,Z2s,S2z,11,10,Twill 2/2 diagonal,twill,,,"industrial, very regular",,"Dark Brown; ""this stuff looks more industrial; probably made on a flat loom; possibly made in Reykjavik?""",,Textiles Skalholt 2007 final (1),"92, 93",,,,2674,S25.2,1710,1720,1710-1720,1690-1720,Boys Lodge (servants?)
1,SKH07-15737 a,15737,,Wool,1,133.47x145.12,0.74 / 0.60,z,s,9,10,Twill 2/2 diagonal,twill,,,"homespun, probably",,Reddish Brown; warp is hard spun; selvage on one side.,,Textiles Skalholt 2007 final (1),49,,,,2687,S23.1,1700,1720,1700-1720,1690-1720,Bishops Living Quarters
1,SKH07-15737 b,15737,,Wool,1,125.0x78.07,0.74 / 1.01,Z2s,s,7,7 to 8,Twill 2/2 diagonal,twill,,,"homespun, probably",,Brown.,,Textiles Skalholt 2007 final (1),"49, 50",,,,2687,S23.1,1700,1720,1700-1720,1690-1720,Bishops Living Quarters
1,SKH07-15739,15739,,Wool,1,29 cm x 4 cm,n/a,Z2s,s,n/a,n/a,Twill 2/2 diagonal,twill,y,,,,"Black; the surface is so fulled that I cannot see the weave very well, except for the diagonal ridges which suggest that this is a twill 2/2; some parts even seem darker; this could be a collar.",,Textiles Skalholt 2007 final (1),15,,,,2727,S23.2,1720,1720,1720,1720-1750,Bishops Living Quarters
1,SKH07-15743 a,15743,,Wool,1,103.93x81.97,0.81 / 0.84,Z2s,s,10,9,Twill 2/2 diagonal,twill,y,,,,Brown; weave impossible to see because of fulling; this is a heavy piece of cloth of the kind used to make coats.,,Textiles Skalholt 2007 final (1),64,,,,2734,S25.1,1670,1710,1670-1710,1660-1720,Boys Lodge (servants?)
1,SKH07-15743 b,15743,,Wool,1,139.09x19.91,1.14 / 1.12,Z2s,s,9,8 to 9,Twill 2/2 diagonal,twill,,,,took sample for indigo,Black; so felted that weave and threads are impossible to see except where piece is unraveling at one end; not sure if this is homespun or imported cloth- took sample for indigo testing which might help answer this question.,"(SKH-2007-15743) was dyed black (without indigo being part of the recipe).  ""In two wool fabrics, the weavers selected weft yarns of very fine fibers and warp yarns containing large fibers; see SKH-2007-15743 photo labeled 'yarns close up.' "" Icelandic Te",Textiles Skalholt 2007 final (1),"64, 65",,,,2734,S25.1,1670,1710,1670-1710,1660-1720,Boys Lodge (servants?)
