ID,Find,Context,Quant,Weight (gr),Object Type,Material,Stone Type,Notes,Descriptions,Length (mm),Width (mm),Thickness (mm),Diameter (mm),Origin,Building Phase,Real Date,Period_Date,Attribution
1174,17089,2817,1,3.07,Pencil/Grifill,Metamorphic Rock,Black slate,,"Grayish black, fine grained, irregularly shaped/subangular ""cylinder"", has 7-8 sides, narrow point, two horizontal parallel striations on the other end/decoration? Worn down to 4,2 cm in length, about 4 mm in diameter at the tip, 6-7 mm at the end",42,,,4-7,Foreign,S25.1,1670-1710,1660-1720,Boys Lodge (servants?)
1175,17090,2948,2,8.06,Manuport,Igneous Rock,Basalt,,"Two highly weathered basalt flakes, redish gray weathering coat/iron oxides, dark gray basalt, glittery aspect but no phenocrysts larger than 1 mm, sharp edges, no vesicles; smallest fragment is yellowy white, glittery aspect, scratches glass, most likely",27-29,22-26,4-7,,Icelandic,S23.1,1700-1720,1690-1720,Bishops Living Quarters
1176,17090,2948,1,0.35,Manuport,Mineral,Quartz,,,8,6,5,,Icelandic,S23.1,1700-1720,1690-1720,Bishops Living Quarters
1177,17091,2985,1,1.5,Manuport,Mineral,quartz,,"Smaller fragment, light gray to dark gray, faint banding, no lustre, one side subrounded partially pitted and striated, other fractured, smooth to irregular fracture, sharp edges, scratches glass, most likely quartz; larger fragment grayish black, subroun",16,14,8,,Icelandic,S17.2,1690-1700,1690-1720,Meat Store
1178,17091,2985,1,7.68,Manuport,Igneous Rock,basalt? Andesite?,,,22,18,16,,Icelandic,S17.2,1690-1700,1690-1720,Meat Store
1179,17092,2903,2,6.61,Flake,Igneous Rock,"basalt, unworked, discard?",,"Basalt fragments are dark gray thin flakes, no vesicles, no phenocrysts, one fragment has a secondary light caramel brown mammilary limonite/iron hydroxide formation on its surface, two smaller fragments are very fine grained, white to bone white, don´t y",21-32,18-22,0.5-5,,Icelandic,S23.1,1700-1720,1690-1720,Bishops Living Quarters
1180,17092,2903,2,1.2,Manuport,Mineral,Quartz?,,,14-16,9-10,3-5,,Icelandic,S23.1,1700-1720,1690-1720,Bishops Living Quarters
1181,17093,3015,1,0.85,Manuport,Igneous Rock,Basalt,,"Smaller fragment dark gray subangular flake of basalt, water eroded, no vesicles or phenocrysts, larger fragment yellowy brown rhyolite, most likely, subangular, water eroded, horizontal parallel striations could suggest flow banding, no vesicles, no phen",20,10,4,,Icelandic,S17.1,1670-1690,1660-1690,Meat Store
1182,17093,3015,1,2.57,Manuport,Igneous Rock,Rhyolite,,,18,14,8,,Icelandic,S17.1,1670-1690,1660-1690,Meat Store
1183,17094,3012,1,3.29,Flake,Igneous Rock,Basalt,,"Basalt flake, not artifact, dark gray and weathered, sharp edges, rough fractures, glittery aspect but no phenocrysts >1 mm",28,18,5,,Icelandic,S17.1,1670-1690,1660-1690,Meat Store
1184,17095,2945,1,0.98,Flake,Sediementary Rock,Chemical sediement? Kaolinite? Chalk?,,"Bone white, soft, yields to fingernail, thin redish brown coat, faint striations, massive",16,15,5,,Icelandic? Foreign?,S17.2,1690-1700,1690-1720,Meat Store
1185,17096,2930,2,17.73,Flake,Igneous Rock,"Basalt, vesicular",,"Very dark gray, glittery aspect but no phenocrysts >1 mm, flakes highly vesicular, vesicles <3 mm abundant, sharp edges, one side of smaller fragment subangular, most likely due to water erosion",33-44,20-29,11-14,,Icelandic,S17.2,1690-1700,1690-1720,Meat Store
1186,17097,2903,2,1.82,Flake + Manuport,Igneous Rock,Basalt + Rhyolite,,"Two small fragments, not artifacts, smaller flake dark gray with redish gray weathering coat/iron oxides, sharp edges, no phenocrysts, no vesicles, larger fragment subangular most likely due to water erosion, whitish gray to brownish  yellow, 2-3 large ve",14-15,10-11,4-8,,Icelandic,S23.1,1700-1720,1690-1720,Bishops Living Quarters
1187,17098,2940,1,7.67,Manuport,Igneous Rock,Basalt,,"Very dark gray, broken manuport, one side subangular most likely due to water erosion, other fragmented, sharp edges, vesicular basalt, vesicles moderate, <7 mm in diameter, glittery aspect but no phenocrysts >1 mm, not worked",34,21,16,,Icelandic,S17.2,1690-1700,1690-1720,Meat Store
1188,17099,2968,1,4.12,Flake,Igneous Rock,"Basalt, olivine basalt?",,"Very dark gray basalt flake with bright redish gray weathering coat/iron oxides, massive, no clear phenocrysts or vesicles, flake slightly bent, most likely curved weathering formation of olivine basalt as sometimes curved flakes fall off larger rocks",38,19,5,,Icelandic,S17.1,1670-1690,1660-1690,Meat Store
1189,,1461,1,0.18,Flake,Sedimentary rock,Flint,"SKH05, finds number missing, sample no 171","clear white cortex on one smooth edge, sharp edges, light to dark gray, smooth surfaces, most likely flint",9,7.5,4,,Foreign,,,,
1190,17100,2786,1,0.29,Manuport,Mineral,Quartz,,"Tiny manuport, subangular most likely due to water erosion, yellowy brown to weakly transluscent, glittery aspect in fracture/glassy lustre, faint possible banding, scratches glass, quartz mineral, onyx or agate?",8,7,4,,Icelandic,S17.4,1710-1720,1690-1720,Meat Store
1191,17101,2972,1,26.26,Worked?,Igneous Rock,Basalt,,"Dark gray, sharp edges, glittery aspect but no phenocrysts >1 mm, no vesicles, one side subangular possibly due to water erosion, on that side there are possible signs of it being used as a hammer (""blunt force trauma"" :Öþ), possible fragment of hammer?",51,37,13,,Icelandic,S17.1,1670-1690,1660-1690,Meat Store
1192,17102,2682,1,1.09,Flake,Mineral,Jasper,,"Flakes are blackish to wine red jasper, sharp edges, mottled, no lustre; other is white, no lustre, rough edges, yields to a knife, most likely zeolite; manuports are harder to analyze, both subangular due to water erosion, neither yields to knife, larger",13,12,8,,Icelandic,S23.1,1700-1720,1690-1720,Bishops Living Quarters
1193,17102,2682,1,1.08,Manuport,Mineral,Quartz,,,14,10,7,,,S23.1,1700-1720,1690-1720,Bishops Living Quarters
1194,17102,2682,1,2.2,Manuport,Igneous Rock,Rhyolite,,,16,15,7,,,S23.1,1700-1720,1690-1720,Bishops Living Quarters
1195,17102,2682,1,0.26,Manuport,Mineral,Zeolite,,,12,7,5,,,S23.1,1700-1720,1690-1720,Bishops Living Quarters
1196,17103,2654,1,4.66,Manuport,Igneous Rock,Rhyolite,,"Yellowy grayish brown, subangular due to water erosion, fine grained, no phenocrysts or vesicles, most likely rhyolite",22,17,10,,Icelandic,S25.2,1710-1720,1690-1720,Boys Lodge (servants?)
1197,17104,2579,1,6.5,Manuport,Igneous Rock,Rhyolite,GP [2574],"Weathered manuport, subangular due to water erosion, yellowy to grayish brown weathering coat, yields to knife, covered in parallel striations, possible banding/lensing? Rhyolite?",30,19,13,,Icelandic,S17.5,1720-1750,1720-1750,Meat Store
1198,17105,2615,1,2.05,Manuport,Mineral,"Zeolite, scolecite",,"Subangular white to gray manuport, yields to knife, silky lustre, clear very thin crystals radiating out from one source, many clusters growing into one another, most likely scolecite",15,13,12,,Icelandic,S27.1,1700-1720,1690-1720,Passage
1199,17106,2872,2,4.96,Manuport,Igneous Rock + Sedimentary Rock,Rhyolite?,,"Both fragments are subangular, fairly flat, fine grained and water eroded, smaller fragment is yellowy gray and does not yield to knife, no lustre, pitted and striated, most likely rhyolite; other fragment is light to dark gray, mottled and has faint ligh",20-22,12-16,6-8,,Icelandic,S23.1,1700-1720,1690-1720,Bishops Living Quarters
1200,17107,2943,1,7.56,Manuport,Igneous Rock,Rhyolite,,"Very light brownish gray to gray, subangular to subrounded, partially fractured, fine grained, tiny transluscent phenocryst visible in fracture, does not yield to knife",32,19,14,,Icelandic,S17.2,1690-1700,1690-1720,Meat Store
1201,17108,2717,1,2.75,Flake,Igneous Rock,Basalt,,"Flake very dark gray, glittery aspect but no phenocryst larger than 1 mm, sharp edges, one side thin redish dark gray weathering coat, possibly flake of weathered olivine basalt, not artifact",27,18,6,,Icelandic,S17.4,1710-1720,1690-1720,Meat Store
1202,17109,2908,2,1.54,Manuport,Igneous Rock + Sedimentary Rock,"Rhyolite, phenocrysts + Claystone, hvarfleir",,"Larger fragment is a broken manuport, subrounded on one side, rough fairly flat fracture on the other, on subrounded side the fragment there is a grayish green weathering coat, on the other fairly fresh rhyolite, grayish white to pinkish white matrix with",6-18,6-18,4-5,,Icelandic,S17.2,1690-1700,1690-1720,Meat Store
1203,17110,3005,1,0.39,Manuport,Sediementary Rock,Claystone,,"Light gray to gray, mottled, fine grained, three sides subangular most likely due to water erosion, others fractured, sharp edges, yields to knife, possibly very faint banding visible in fragment, claystone?",13,10,5,,Icelandic,S17.1,1670-1690,1660-1690,Meat Store
1204,17111,2919,1,1.45,Flake,Igneous Rock,Basalt,,"Weathered basalt fragment, very dark gray with red weathering coat/iron oxides, sharp edges, very fine matrix, no vesicles, no phenocrysts, glittery aspect, not artifact",18,14,8,,Icelandic,S17.2,1690-1700,1690-1720,Meat Store
1205,17112,2868,1,1.31,Manuport,Mineral,Opal,,"Orangey brown and mottled/faint banding, with black banding at one end, subangular most likely due to water erosion, weak greasy lustre, does not yield to knife, scratches glass weakly, most likely quartz mineral, opal?",13,10,8,,Icelandic,S17.3,1700-1710,1690-1720,Meat Store
1206,17113,2902,2,3.62,Manuport,Sedimentary Rock,"Claystone, banded",,"Whitish gray to dark gray, subangular to subrounded due to water erosion, manuports, faint dark and light banding, don´t yield to knife, claystone, hvarfleir?",13-14,11-12,7-11,,Icelandic,S23.1,1700-1720,1690-1720,Bishops Living Quarters
1207,17114,2949,1,2.13,Manuport,Mineral,Onyx,,"Light gray to white, rough outer surface of amygdale, glassy lustre, weakly transluscent, clear onyx banding when light shines through, doesn´t yield to knife, scratches glass",16,12,10,,Icelandic,S23.1,1700-1720,1690-1720,Bishops Living Quarters
1208,17115,2964,2,1.8,Manuport,Igneous Rock,Rhyolite?,,"Both fragments are subangular and fine grained, one fragment is orangey brown, flat, mildly pitted, does not yield to knife, most likely rhyolite; other is light gray to dark gray, pitted and striated, does not yield to knife, faint banding visible on two",15,10-12,4-5,,Icelandic,S17.1,1670-1690,1660-1690,Meat Store
1209,17116,2993,1,4.18,Manuport,Igneous,Rhyolite,,"Greenish light gray to dark gray, subrounded due to water erosion, faint horizontal banding and mottling, fine grained, no lustre, does not yield to knife, most likely rhyolite",22,20,8,,Icelandic,S17.1,1670-1690,1660-1690,Meat Store
1210,17117,2968,1,1.35,Manuport,Igneous Rock,Basalt,,"Black, glittery aspect, one visible phenocrysts, most likely felspar, vesicular, vesicles few and small, <1 mm in diameter, subangular due to water erosion, fine grained",13,10,8,,Icelandic,S17.1,1670-1690,1660-1690,Meat Store
1211,17118,2666,1,0.1,Manuport,Igneous Rock,Rhyolite,,"Very small flake, hard to identify with certainty, does not yield to knife (except brown weathering coat), subangular due to water erosion, fine grained, brownish white, most likely rhyolite",10,5,2,,Icelandic,S17.4,1710-1720,1690-1720,Meat Store
1212,17119,2828,1,2.83,Manuport,Igneous Rock,Ignimbrite (Breccia),same as 17134,"Light green fine grained matrix with coarse crystal and rock fragments up to 9 mm in length, rough surface, yields to knife, fragments dark green, red and gray, crystals have glassy lustre, subangular, no clear banding or elongation of fragments, no clear",24,15,9,,Icelandic,S25.1,1670-1710,1660-1720,Boys Lodge (servants?)
1213,17120,2691,2,5.99,Manuport,Sedimentary Rock,Claystone,,"Two manuports, subangular, one broken in two, fine grained, whitish to yellowy gray to dark gray, larger fragment mottled, smaller faintly banded, don´t yield to knife, well cemented claystone?",22-25,15-18,7-10,,Icelandic,S23.1,1700-1720,1690-1720,Bishops Living Quarters
1214,17121,2954,1,3.4,Manuport,Sedimentary Rock,Claystone,,"Brownish white, subrounded, pitted surface, fine grained, most likely claystone but could also be weathered rhyolite",21,17,10,,Icelandic,S17.1,1670-1690,1660-1690,Meat Store
1215,17122,2948,1,1.76,Manuport,Mineral,Quartz,,"White to light gray, subangular possibly due to water erosion, concoidal fractures, scratches glass, one side fractured, sharp edges, greasy to glassy lustre, one thick horizontal white band at one end of rock, quartz mineral, possibly onyx",18,11,8,,Icelandic,S23.1,1700-1720,1690-1720,Bishops Living Quarters
1216,17123,2665,1,1.33,Manuport,Sedimentary Rock,"Conglomerate or Breccia, polygenetic",,"Fragment subangular, possibly water eroded, fine brown matrix with larger fragments, angular to subrounded, white, gray and dark, 1-10 mm in diameter/length, fragment to small to be identified by eye but many look like quartz mineral grains, higher energy",16,10,9,,Icelandic,S17.4,1710-1720,1690-1720,Meat Store
1217,17124,2721,1,0.11,Manuport,Igneous Rock,Rhyolite,,"Whitish yellowy brown, subangular most likely due to water erosion, fine grained, pitted (rare), possible banding/striations, does not yield to knife, most likely rhyolite, tiny fragment, not easy to identify w.confidence, could also be sediment",8,5,2,,Icelandic,S17.4,1710-1720,1690-1720,Meat Store
1218,17125,2865,1,0.12,Manuport,Mineral,Quartz,,"Tiny subangular fragment, water eroded, grayish white, weakly transluscent, scratches glass weakly, does not yield to knife, quartz mineral",6,4,3,,Icelandic,S17.3,1700-1710,1690-1720,Meat Store
1219,17126,2996,1,2.06,Flake,Igneous Rock,Basalt,,"Dark gray with redishbrown weathering coat, sharp edges, fine grained, no clear phenocrysts, no vesicles, weathered basalt fragment",20,13,8,,Icelandic,S17.1,1670-1690,1660-1690,Meat Store
1220,17127,2864,1,1.67,Flake,Igneous Rock,"Rhyolite, ummyndað",,"Weathered, light brown to light green, white and green in fresh fracture, no lustre, fine grained, fractures easily, yields to knife, no clear structural forms, one side subrounded, possible fragmented manuport, possibly ummyndað rhyolite",20,15,10,,Icelandic,S17.3,1700-1710,1690-1720,Meat Store
1221,17128,2965,2,3.46,Flake,Igneous Rock,Basalt,,"Two basalt fragments, one redish gray, weathering coat, sharp edges, other is very dark gray with glittery aspect but no phenocrysts larger than 1 mm, weathered basalt, fine grained, no vesicles",16-25,10-16,4-5,,Icelandic,S17.1,1670-1690,1660-1690,Meat Store
1222,17129,2799,1,5.22,Manuport,Igneous Rock,Rhyolite,,"Grayish to yellowy white, subangular due to water erosion, flat fragment, possible flow banding, 1 transluscent phenocryst, most likely feldspar, pitted and striated",26,19,9,,Icelandic,S25.1,1670-1710,1660-1720,Boys Lodge (servants?)
1223,17130,2896,1,3.24,Manuport,Mineral,Quartz,,"Broken manuport, partially subrounded, fracture irregular and edges sharp, massive white matrix, yields to knife, no lustre, one or two bands of harder material in matrix (doesn´t yield to knife), weak glassy lustre, most likely quartz mineral, possibly c",18,17,15,,Icelandic,S17.2,1690-1700,1690-1720,Meat Store
1224,17131,2644,1,1.21,Manuport,Mineral,Onyx,,"White and light gray, clear horizontal parallel banding, glassy lustre, sharp edges, scratches glass, onyx",13,13,9,,Icelandic,S25.2,1710-1720,1690-1720,Boys Lodge (servants?)
1225,17132,2803,1,1.84,Manuport,Sedimentary Rock,"Sandstone, banded",,"Fine, badly sorted sandstone (siltstone?), banded, light gray and dark gray banding, cemented, broken manuport, one side subrounded, sharp edges, doesn´t yield to knife",18,14,7,,Icelandic,S17.3,1700-1710,1690-1720,Meat Store
1226,17133,2780,1,0.39,Flake,Igneous Rock,Basalt,,"Small flake, very dark gray, glittery aspect, no phenocrysts >1 mm, no vesicles, fine grained, sharp edges",13,11,3,,Icelandic,S25.2,1710-1720,1690-1720,Boys Lodge (servants?)
1227,17134,2829,1,3.03,Manuport,Igneous Rock,Ignimbrite (Breccia),same as 17119,"Light green fine grained matrix with coarse crystal and rock fragments up to 7 mm in length, rough surface, yields to knife, fragments dark green, gray and black, crystals have glassy lustre, translucent, green and black, angular to subangular, no clear b",19,18,14,,Icelandic,S25.1,1670-1710,1660-1720,Boys Lodge (servants?)
1228,17135,2825,1,2.61,Manuport,Mineral,Onyx + opal,,"white and light gray, horizontal parallel banding, onyx, outer surface dark green, weak vitreous/glassy lustre, most likely opal",26,15,8,,Icelandic,S25.1,1670-1710,1660-1720,Boys Lodge (servants?)
1229,17136,2949,2,1.45,Flake,Igneous Rock,Basalt,,"Small flakes of weathered basalt, no function, very dark gray to redish gray weathereing coat, sharp edges, rough surface",13-16,13-14,3,,Icelandic,S23.1,1700-1720,1690-1720,Bishops Living Quarters
1230,17137,2811,1,0.31,Building material?/school related?,Sedimentary rock,Chemical sediment? Kaolinite? Chalk?,,"White, subangular, striated, stains fingers white, yields to fingernail",11,7,6,,Non-Icelandic,S25.1,1670-1710,1660-1720,Boys Lodge (servants?)
1231,17138,2813,1,2.77,Manuport,Sedimentary Rock,"Sandstone, coarse",,"Weathered coarse sandstone, grains angular and subangular, <3 mm, red weathering coat, original color unknown",19,15,12,,Icelandic,S25.1,1670-1710,1660-1720,Boys Lodge (servants?)
