ID2,ID1,Finds No,ID,Unit No,Object,Category,material,Corrosion,Completeness,Size (mm),Fragment,Weight (g),Notes,Building Phase,Start Date,End Date,Real Date,Period_Date,Attribution
1694,1702,16712,,2719,unidentified,UNID,iron,heavy,fragment,,1,7,strap like,S17.4,1710,1720,1710-1720,1690-1720,Meat Store
1695,1658,14698,,2720,unidentified,UNID,iron,heavy,fragment,,1,8.2,poss nail head,S17.4,1710,1720,1710-1720,1690-1720,Meat Store
1696,1666,14817,,2726,unidentified,UNID,iron,heavy,fragment,68L,1,19.4,strap/blade like lump,S17.4,1710,1720,1710-1720,1690-1720,Meat Store
1697,1672,14894,,2740,unidentified,UNID,iron,heavy,fragment,88x42x11,1,63.8,wedge shaped plate - poss strap hinge terminal? Broken pick?,S17.4,1710,1720,1710-1720,1690-1720,Meat Store
1698,1714,16915,,2743,unidentified,UNID,iron,heavy,fragment,,1,9.7,"spherical lump, poss nail head",S17.4,1710,1720,1710-1720,1690-1720,Meat Store
1699,1707,16821,,2746,unidentified,UNID,iron,heavy,fragment,,1,1.9,poss nail shaft,S17.4,1710,1720,1710-1720,1690-1720,Meat Store
1700,1240,19147,a,2748,unidentified,UNID,iron,heavy,fragment,,1,3.3,lump,S25.1,1670,1710,1670-1710,1660-1720,Boys Lodge (servants?)
1701,1730,19154,,2748,unidentified,UNID,iron,moderate,fragment,22x8x3,1,1.7,wedge shaped strip - poss shank end?,S25.1,1670,1710,1670-1710,1660-1720,Boys Lodge (servants?)
1702,1696,16670,,2786,unidentified,UNID,iron,heavy,fragment,,1,0.4,sheet frag,S17.4,1710,1720,1710-1720,1690-1720,Meat Store
1703,1660,14703,,2802,unidentified,UNID,iron,heavy,fragment,,1,2,strap/blade like lump,S17.3,1700,1710,1700-1710,1690-1720,Meat Store
1704,1697,16672,,2809,unidentified,UNID,iron?,moderate,fragment,12x4x2,1,0.7,"rect-x-sectioned small bar, bent up at one end - staple?",S17.3,1700,1710,1700-1710,1690-1720,Meat Store
1705,1667,14877,,2817,unidentified,UNID,iron,heavy,near complete,"87 diam, 18th",1,243.3,"broken into 2 pieces; thick, concave bowl-like object; hearth bottom? SOLVEIG TO CHECK",S25.1,1670,1710,1670-1710,1660-1720,Boys Lodge (servants?)
1706,1701,16705,,2818,unidentified,UNID,?iron,,fragment,,1,0.2,small blob - looks natural; slag?,S25.1,1670,1710,1670-1710,1660-1720,Boys Lodge (servants?)
1707,1703,16733,,2819,unidentified,UNID,iron,heavy,fragment,26x8x3,1,5.4,?hinged hasp?,S25.1,1670,1710,1670-1710,1660-1720,Boys Lodge (servants?)
1708,1686,15547,,2821,unidentified,UNID,iron,moderate,fragment,33x13x1,1,2,thin sheet frag - poss knife blade but too little to be sure,S25.1,1670,1710,1670-1710,1660-1720,Boys Lodge (servants?)
1709,1176,14923,76,2823,unidentified,UNID,iron,light corrosion,fragment,15 length,1,1.14,hook shaped,S25.1,1670,1710,1670-1710,1660-1720,Boys Lodge (servants?)
1710,1700,16686,,2823,unidentified,UNID,iron,heavy,fragment,,1,2.2,sheet frag - poss corner brace/mount,S25.1,1670,1710,1670-1710,1660-1720,Boys Lodge (servants?)
1711,1699,16679,,2825,unidentified,UNID,iron,heavy,fragment,,1,1,"rect sec (5x3) strip, curving",S25.1,1670,1710,1670-1710,1660-1720,Boys Lodge (servants?)
1712,1665,14761,,2827,unidentified,UNID,iron,moderate,fragment,84x8x5,1,18.8,"rect section bar with end folded over/flat, othe end ?bevelled",S25.1,1670,1710,1670-1710,1660-1720,Boys Lodge (servants?)
1713,1664,14759,,2829,unidentified,UNID,iron,heavy,fragment,,1,9.1,"poss collar/binding strip - curved strap 10x2,",S25.1,1670,1710,1670-1710,1660-1720,Boys Lodge (servants?)
1714,1653,13836,,2832,unidentified,UNID,iron,heavy,fragment,,1,16.8,flat sect shaft with head - poss nail,S25.1,1670,1710,1670-1710,1660-1720,Boys Lodge (servants?)
1715,1327,16703,b,2835,unidentified,UNID,iron,heavy,fragment,,1,2.4,sheet frag,S25.1,1670,1710,1670-1710,1660-1720,Boys Lodge (servants?)
1716,1676,14909,,2836,unidentified,UNID,?lead alloy,moderate,fragment,28w,1,12.7,"thick plate, torn/broken; very heavy - poss lead",S25.1,1670,1710,1670-1710,1660-1720,Boys Lodge (servants?)
1717,802,14944,18,2840,wire,UNID,iron,moderate corrosion,fragment,1mm diameter,2,2.3,circular sectioned wire,S25.1,1670,1710,1670-1710,1660-1720,Boys Lodge (servants?)
1718,1678,14924,,2866,unidentified,UNID,iron,heavy,fragment,"32x21x1,5",1,5.3,rect sheet/plate - poss strapwork,S17.3,1700,1710,1700-1710,1690-1720,Meat Store
1719,1237,14869,a,2867,unidentified,UNID,iron,moderate,fragment,39x6x3,1,3,small bar - shank/shaft?,S17.3,1700,1710,1700-1710,1690-1720,Meat Store
1720,1323,14869,b,2867,unidentified,UNID,iron,moderate,fragment,40x12,1,1.8,L-shaped bar (3x3) - buckle plate?,S17.3,1700,1710,1700-1710,1690-1720,Meat Store
1721,1680,14933,,2867,unidentified,UNID,iron,moderate,fragment,"17L, 8 loop diam",1,1.1,loop end of  small linch pin/staple or even chain link,S17.3,1700,1710,1700-1710,1690-1720,Meat Store
1722,1178,14907,102,2872,unidentified,UNID,iron,moderate corrosion,fragment,diam 2-4,1,2.54,square section; perforated butt of some shafted object?,S23.1,1700,1720,1700-1720,1690-1720,Bishops Living Quarters
1723,1656,14673,,2872,unidentified,UNID,iron,heavy,fragment,,1,7.1,"lump, broken in 3",S23.1,1700,1720,1700-1720,1690-1720,Bishops Living Quarters
1724,1673,14895,,2872,unidentified,UNID,iron,heavy,fragment,27x16x3,1,2,D-shaped plate/sheet frag - poss strapwork,S23.1,1700,1720,1700-1720,1690-1720,Bishops Living Quarters
1725,1727,18878,,2872,unidentified,UNID,iron,heavy,fragment,,2,0.8,shaft like,S23.1,1700,1720,1700-1720,1690-1720,Bishops Living Quarters
1726,1663,14744,,2880,unidentified,UNID,iron,heavy,fragment,,1,17.1,lump,S17.2,1690,1700,1690-1700,1690-1720,Meat Store
1727,1709,16876,,2896,unidentified,UNID,iron,heavy,fragment,,1,1.6,lump,S17.2,1690,1700,1690-1700,1690-1720,Meat Store
1728,1717,17514,,2896,unidentified,UNID,iron,heavy,fragment,,1,5.2,shaft like obj,S17.2,1690,1700,1690-1700,1690-1720,Meat Store
1729,1710,16883,,2911,unidentified,UNID,iron,heavy,fragment,,1,5.5,shaft like lump - poss nail,S17.2,1690,1700,1690-1700,1690-1720,Meat Store
1730,1654,14662,,2912,unidentified,UNID,iron,heavy,fragment,,1,1.9,frag,S17.2,1690,1700,1690-1700,1690-1720,Meat Store
1731,1718,17515,,2912,unidentified,UNID,iron,heavy,fragment,,1,2.8,frag,S17.2,1690,1700,1690-1700,1690-1720,Meat Store
1732,1657,14676,,2933,unidentified,UNID,iron,heavy,fragment,,1,6.5,"shaftlike, poss nail, broken in 2",S17.2,1690,1700,1690-1700,1690-1720,Meat Store
1733,1674,14898,,2934,unidentified,UNID,iron,heavy,fragment,,1,8.6,lump with fuzed burnt material,S17.2,1690,1700,1690-1700,1690-1720,Meat Store
1734,1684,14967,,2934,unidentified,UNID,iron,heavy,fragment,,1,20.9,lump - poss plate/strap frag,S17.2,1690,1700,1690-1700,1690-1720,Meat Store
1735,1705,16736,,2955,unidentified,UNID,iron,heavy,fragment,75L,1,47.9,crescentic shaped blob - poss horsehoe or curved blade,S17.1,1670,1690,1670-1690,1660-1690,Meat Store
1736,1713,16912,,2968,unidentified,UNID,iron,heavy,fragment,,1,6.5,lump,S17.1,1670,1690,1670-1690,1660-1690,Meat Store
1737,1711,16887,,2969,unidentified,UNID,iron,heavy,fragment,,1,2.3,shaft like strip - tang?,S17.1,1670,1690,1670-1690,1660-1690,Meat Store
1738,1708,16828,,2982,unidentified,UNID,iron,heavy,fragment,"35L, 3 th",1,4.5,strapwork? Spokeshake blade? Too ambiguous,S17.1,1670,1690,1670-1690,1660-1690,Meat Store
1739,1715,16951,,2985,unidentified,UNID,iron,heavy,fragment,38L,1,8.2,"elongated lump; poss nail, but too corroded/encrusted",S17.2,1690,1700,1690-1700,1690-1720,Meat Store
1740,1704,16734,,2994,fitting,UNID,iron,light,fragment,55x27,1,21.8,"decorated  fitting, one arm broken and rivet broken - obviously attached to another piece; handle - or cheek-piece?",S17.1,1670,1690,1670-1690,1660-1690,Meat Store
1741,1712,16910,,2996,unidentified,UNID,iron,heavy,fragment,35x8x4,1,4.7,bar - poss tang,S17.1,1670,1690,1670-1690,1660-1690,Meat Store
1742,1331,19142,b,3001,unidentified,UNID,iron,heavy,fragment,,2,8.6,lumps,S17.1,1670,1690,1670-1690,1660-1690,Meat Store
1743,1681,14951,,3019,unidentified,UNID,iron,heavy,fragment,"48x1,5",1,8.7,sheet/plate frag - too big for strapwork,S17.1,1670,1690,1670-1690,1660-1690,Meat Store
1744,1769,693,,1,cap,Vessel,iron,heavy,complete,"20 diam, 13H",1,9.6,prob bottle cap - no screw thread though - pull on/off,LH,,1958,1958,1930-1960,Levelling Horizon
1745,1734,282,a,1,cauldron,Vessel,iron,heavy,fragment,"7th, 400 diam",1,493.4,"rim of large, fairly open cast iron pot/cauldron; rebated for lid; 12 % present",LH,,1958,1958,1930-1960,Levelling Horizon
1746,1735,308,a,1,cauldron,Vessel,iron,moderate,fragment,"400 diam, 3,5 thick",1,557.1,rim of large open cauldron/pot 15% present; prob same vessel as <282a>,LH,,1958,1958,1930-1960,Levelling Horizon
1747,1740,1013,a,1,cauldron,Vessel,iron,heavy,fragment,,3,288.9,"foot and base of small cauldron; foot ot rodlike 21L, 13 diam",LH,,1958,1958,1930-1960,Levelling Horizon
1748,1751,1013,b,1,cauldron,Vessel,iron,heavy,fragment,68x24x18,1,201.6,"large foot of large cauldron, kidney/C-shaped profile",LH,,1958,1958,1930-1960,Levelling Horizon
1749,1756,1013,c,1,cauldron,Vessel,iron,heavy,fragment,,5,300.6,"body frags from large cauldron - prob assoc with b), but some may be with a)",LH,,1958,1958,1930-1960,Levelling Horizon
1750,1793,19363,,1,cauldron,Vessel,iron,moderate,fragment,5 thick,2,249.5,2 fragments of cast iron cauldron body,LH,,1958,1958,1930-1960,Levelling Horizon
1751,1775,5922,,1,cauldron handle,Vessel,iron,moderate,complete,"55/45, 17Th",1,156,"angular/7-shaped handle, rounded section; from large cauldron",LH,,1958,1958,1930-1960,Levelling Horizon
1752,1748,8557,a,1,handle strap,Vessel,iron,heavy,complete,"60L, 2th",1,32.6,strap with hole for handle; strap has rivets for attaching to a vessel prob,LH,,1958,1958,1930-1960,Levelling Horizon
1753,1755,8557,b,1,handle strap,Vessel,iron,heavy,complete,"75L, 2th",1,42.4,strap with hole for handle; strap has rivets for attaching to a vessel prob; different type to a),LH,,1958,1958,1930-1960,Levelling Horizon
1754,1774,5918,,1,tin can,Vessel,iron,moderate,fragment,,1,2.3,rim of tin can,LH,,1958,1958,1930-1960,Levelling Horizon
1755,1767,1013,z,1,wire handle,Vessel,iron,heavy,fragment,4 diam,2,10,"2 wire looped ends - prob from handle, poss same object",LH,,1958,1958,1930-1960,Levelling Horizon
1756,1787,8561,,1,wire handle,Vessel,iron,moderate,near complete,52x17,1,2.2,small wire (3mm) with U-loop at each end - 1 end broken off; like a arched pendant mount; dress item rather than furniture?,LH,,1958,1958,1930-1960,Levelling Horizon
1757,1736,313,a,8,tin vessel,Vessel,iron,heavy,fragment,,15,54.7,rect can - white enamel on 1 piece,T1.2,1984,1986,1984-1986,1960-1990,Guðmundur Ólafsson Excavation
1758,1768,333,,22,cauldron,Vessel,iron,heavy,fragment,,1,209,"upright, collared rim with int lid seating, very large - poss >400mm; burnt concretions inside and outside",LH,,1958,1958,1930-1960,Levelling Horizon
1759,1737,334,a,22,tin can,Vessel,iron,heavy,fragment,c65 diam,2,29.5,base of circular can with painted label: ...Polish .../ Tin.Zinc.S... /Do Not .../Reckitt .../London.Hull .../Wellington ...; prob Reckitt & Sons (1879-1954) metal polish,LH,,1958,1958,1930-1960,Levelling Horizon
1760,1749,352,b,32,wire handle,Vessel,iron,heavy,near complete,107x70,1,19.6,"round wire (3mm), sub-triangular shape with outturned terminals for slotting into loops; modern",MA.1,1870,1910,1870-1910,1870-1930,Midden Zone A
1761,1739,877,a,45,cauldron,Vessel,iron,heavy,fragment,68x20x20,1,195.2,"foot of cauldron, D-section, straight; cast iron",S32.1,1850,1890,1850-1890,1840-1900,Forge
1762,1738,420,a,93,cauldron?,Vessel,iron,heavy,fragment,78L,1,206.1,prob cauldron(/stove) foot - very stout,S4.4,1800,1840,1800-1840,1780-1840,Pantry/Kitchen
1763,1750,427,b,98,lug handle,Vessel,iron,heavy,complete,32x13,1,15.5,"thin strap (13W, 6th) in D-shape - handle orginally attached to vessel or candleholder",S29.2,1840,1900,1840-1900,1840-1900,Outhouse
1764,1759,433,d,108,strap handle?,Vessel,iron,heavy,fragment,,1,12.3,poss terminal of strap handle,S29.1,1780,1800,1780-1800,1780-1810,Infirmary
1765,1760,2146,d,164,cap,Vessel,aluminium,light,complete,26x12x1,1,4.4,cap for bottle or narrow-mouthed container; not screwed,MA.2,1910,1930,1910-1930,1900-1930,Midden Zone A
1766,1752,2143,b,164,cauldron?,Vessel,iron,moderate,fragment,5th,1,270.9,curved plate large cauldron or stave panel,MA.2,1910,1930,1910-1930,1900-1930,Midden Zone A
1767,1764,2143,q,164,cauldron?,Vessel,iron,heavy,fragment,,1,31.6,"poss cauldron body frag, 4 mm th",MA.2,1910,1930,1910-1930,1900-1930,Midden Zone A
1768,1765,2143,u,164,tin can,Vessel,iron,heavy,fragment,,9,180,"fragment from a large tin can, rect/square, 1 crimped rim ?base, another rim ?top with reinforced band",MA.2,1910,1930,1910-1930,1900-1930,Midden Zone A
1769,1761,2143,ff,164,tin can?,Vessel,iron,heavy,fragment,50w,1,9.3,oval lid/base of prob small tin cab - sardines?,MA.2,1910,1930,1910-1930,1900-1930,Midden Zone A
1770,1766,2143,v,164,tin can?,Vessel,iron,heavy,fragment,117diam,1,62.3,circular disc with rough central hole - poss tin can lid/base; broken in 2,MA.2,1910,1930,1910-1930,1900-1930,Midden Zone A
1771,1763,2143,j,164,tin handle,Vessel,iron,moderate,complete,180x120,1,100.7,"blue enamelled, strap handle (22x2)",MA.2,1910,1930,1910-1930,1900-1930,Midden Zone A
1772,1762,2143,i,164,wire handle,Vessel,iron,heavy,complete,140x132,1,21.8,3mm thcick round sect wire handle with looped ends; broken in 2,MA.2,1910,1930,1910-1930,1900-1930,Midden Zone A
1773,1770,1141,,174,cauldron,Vessel,iron,moderate,fragment,,2,593.6,rims from a lidded cauldron and integral lug handle; prob same vessel as <308a>,T1.2,1984,1986,1984-1986,1960-1990,Guðmundur Ólafsson Excavation
1774,1757,1193,c,177,cauldron?,Vessel,iron,heavy,fragment,7th,1,54.8,thick plate - prob cauldron (?rim) - or stove panel,S9.2,1800,1880,1800-1880,1780-1900,Living Quarters
1775,1771,1257,,242,cauldron,Vessel,iron,heavy,fragment,,6,,"carinated cauldron with narrow mouth (c150mm, 100%) and strap handle, riveted to body",S4.6,,1890,1890,1870-1900,Pantry/Kitchen
1776,1772,1375,,263,vessel?,Vessel,iron,heavy,fragment,,1,16.5,"round sec curved rod with plate/sheet attachment; broken in 2; 140 diam, 33%; iron bucket/bowl?",S20.4,1750,1770,1750-1770,1750-1780,School Dormitory
1777,1741,1549,a,268,cauldron?,Vessel,iron,heavy,fragment,,1,31.2,prob body frag from a cauldron,S5.4,1780,1800,1780-1800,1780-1810,Pantry/Study & Library
1778,1742,1634,a,330,cauldron,Vessel,iron,heavy,fragment,320 diam,1,93,8% rim with collared rim and  int lid seating,S7.5,,1890,1890,1870-1900,Vestibule & Corridor
1779,1743,1682,a,332,strap handle?,Vessel,iron,heavy,fragment,18w,1,23.4,s-shaped strap - prob handle from vessel,S5.5,1800,1830,1800-1830,1780-1840,Pantry/Study & Library
1780,1744,2869,a,603,cauldron,Vessel,iron,heavy,fragment,,1,109.3,"rim - same type as <1634>a, c4%",C.4,1850,1890,1850-1890,1840-1900,Courtyard
1781,1776,5945,,775,cauldron?,Vessel,iron,heavy,fragment,"58L, 32 diam",1,175.9,poss cauldron foot - or else the head of a chisel; needs cleaning!,S7.2,1760,1800,1760-1800,1750-1810,Vestibule & Corridor
1782,1777,5969,,829,cauldron,Vessel,iron,heavy,fragment,,1,149.4,prob cauldron body frag with part of neck; poss from a necked/everted rim vessel than collared type,C.4,1850,1890,1850-1890,1840-1900,Courtyard
1783,1778,5981,,861,cauldron?,Vessel,iron,heavy,fragment,,1,1047,"large frag, slightly concave - prob large cauldron",S22.1,1670,1700,1670-1700,1660-1720,Assistant Teachers Quarters
1784,1779,6009,,946,cauldron,Vessel,iron,moderate,fragment,74x24x19,1,223.8,"cast iron foot of cauldron, D-shaped profile",S7.4,1840,1890,1840-1890,1840-1900,Vestibule & Corridor
1785,1780,6039,,1038,looped handle,Vessel,iron,moderate,complete,127L,1,64.3,"cast iron, flat band curved into loop; one end broken - welded onto vessel or candleholder?",S2.1,1902,1930,1902-1930,1900-1930,Haybarn
1786,1783,6060,,1060,tin bowl,Vessel,iron,moderate,complete,"130 diam, 23High",1,67,"white enamelled shallow bowl, bent and torn along one side",S35.2,,1958,1958,1930-1960,Western Farmhouse
1787,1782,6059,,1060,tin can,Vessel,iron,moderate,fragment,,3,18.4,rims from a circular lidded can - poss paint can; late 19/20 c,S35.2,,1958,1958,1930-1960,Western Farmhouse
1788,1781,6058,,1060,vessel?,Vessel,iron,heavy,fragment,25 diam,1,4.5,?footring base of sheet metal small vessel?  Oil lamp?,S35.2,,1958,1958,1930-1960,Western Farmhouse
1789,1754,6540,b,1084,barrel hoop,Vessel,iron,heavy,complete,25x2,1,,complete circular band with overlapping ends (48mm) and 2 rivets; diameter of hoop: c550mm,S35.1,1898,1958,1898-1958,1870-1960,Western Farmhouse
1790,1758,6540,c,1084,barrel hoop,Vessel,iron,heavy,complete,25x1,1,,complete circular band with overlapping ends (78mm) and 2 rivets; broken at one point so opened; est diameter of hoop: c550mm,S35.1,1898,1958,1898-1958,1870-1960,Western Farmhouse
1791,1773,5853,,1084,tin can,Vessel,iron,heavy,fragment,,1,3.2,rim/base of can - curved - oval/circular?,S35.1,1898,1958,1898-1958,1870-1960,Western Farmhouse
1792,1785,6079,,1084,tin can,Vessel,iron,heavy,fragment,,4,9.7,poss rect/sq can,S35.1,1898,1958,1898-1958,1870-1960,Western Farmhouse
1793,1784,6072,,1084,tin vessel,Vessel,iron,heavy,near complete,155 diam,2,,"?enamelled, blue ext, white int; lid and most of container (squashed); circular; 20th c.;",S35.1,1898,1958,1898-1958,1870-1960,Western Farmhouse
1794,1745,6075,a,1084,wire handle,Vessel,iron,heavy,complete,140x90,1,16.1,"U-shaped handle with looped ends, broken in 2; one loop has rivet plate attached",S35.1,1898,1958,1898-1958,1870-1960,Western Farmhouse
1795,1753,6075,b,1084,wire handle,Vessel,iron,heavy,near complete,170x120,1,29.6,U-shaped handle with hooked/looped ends - but both broken,S35.1,1898,1958,1898-1958,1870-1960,Western Farmhouse
1796,1746,6084,a,1085,wire handle?,Vessel,iron,heavy,fragment,3 diam,1,6.5,looped end and bent shaft - poss part of a wire handle,S2.1,1902,1930,1902-1930,1900-1930,Haybarn
1797,1747,6109,a,1164,cauldron?,Vessel,iron,heavy,fragment,,1,85.4,poss body frag from a cauldron,S10.3,1760,1800,1760-1800,1750-1810,Kitchen
1798,1786,6125,,1208,cauldron?,Vessel,iron,heavy,fragment,,1,94.2,body frag of probable cauldron - or stove,S3.1,1760,1890,1760-1890,1750-1900,Pantry/Stores
1799,1788,8647,,1592,cauldron,Vessel,iron,moderate,fragment,72x26x22,1,312.4,foot of a large cast iron cauldron; oval x-section,C.3,1830,1850,1830-1850,1810-1870,Courtyard
1800,1789,8657,,1616,strap handle?,Vessel,iron,heavy,fragment,,2,9.5,cast? Angular arm of prob strap handle,S18.7,1770,1790,1770-1790,1750-1810,Pantry
1801,1790,11883,,1784,cauldron?,Vessel,iron,heavy,fragment,7 th,1,125.4,prob round bottom base of a cauldron,C.2-3,1720,1850,1720-1850,1720-1870,Courtyard
1802,1792,11994,,1986,hooked handle,Vessel,iron,heavy,complete,,1,,Large D-shaped handle 280x200 (rect section 12x10) with large hooks on links at each end; probably used to suspend a cauldron over a fire,S17.7,1770,1790,1770-1790,1750-1810,Meat Store
1803,1791,11977,,2439,cauldron foot,Vessel,iron,light,complete,"85L, 25 th",1,139,"triangular-sectioned foot, from large cast iron cauldron",MC.1,1650,1700,1650-1700,1630-1720,Midden Zone C
1804,1815,292,p,1,wire loop,Wire,iron,heavy,fragment,,1,6.1,"round sec wire, bent into loop (22x16) with projectting shaft - broken",LH,,1958,1958,1930-1960,Levelling Horizon
1805,1807,1433,b,1,wire shaft,Wire,iron,moderate,fragment,"102, 4 diam",1,11.6,round sectioned wire with ends bent at 90 dg to each other,LH,,1958,1958,1930-1960,Levelling Horizon
1806,1813,277,e,1,wire shaft,Wire,iron,heavy,complete,"103L, 3 diam",1,2.7,round section wire with both ends sharp pointed,LH,,1958,1958,1930-1960,Levelling Horizon
1807,1825,8546,,1,wire shaft,Wire,iron,heavy,fragment,"3,5 diam",2,15.2,"round sec, long frags - poss used for handle?",LH,,1958,1958,1930-1960,Levelling Horizon
1808,1818,339,,25,wire loop,Wire,iron,heavy,fragment,,1,2.6,small loop made from multi-ply twisted wire; modern,MA.2,1910,1930,1910-1930,1900-1930,Midden Zone A
1809,1819,446,,138,wire shaft,Wire,iron,heavy,fragment,44x2,1,0.7,round sectioned/wire shaft - pin/needle? Heckle tooth?,S13.4,1830,1850,1830-1850,1810-1870,Silo/Midden
1810,1816,2143,SÞ,164,wire shaft,Wire,iron,poor,fragment,15.1,1,,,MA.2,1910,1930,1910-1930,1900-1930,Midden Zone A
1811,1817,2143,SÞ,164,wire shaft,Wire,iron,poor,?complete,11.1,1,18.66,,MA.2,1910,1930,1910-1930,1900-1930,Midden Zone A
1812,1800,1478,372,294,wire shaft,Wire,iron,moderate,fragment,42,2,0.6,iron; head absent; bag put into iron objects bag in the copper misc; poss heckle tootk or pin shaft,S9.2,1800,1880,1800-1880,1780-1900,Living Quarters
