Sherd group,Finds_No,Context,Group,Refits,Similar to,Vessel ID,Same as VID,Fabric code,ICP,Fabric Group,Broad fabric,Vessel type,Vessel group,Food type,Number of sherds,evrep,batch,Weight,eve (%rim),eve (%base),size (mm),Rim form,Decorated,colour,Decorative method,Pattern class,Pattern type,Matching set,Moulding method,Moulding type,Repair hole,Residue,Sooting,Burnt,Use-wear,Makers mark,Date,Notes,Photo,Building Phases_Building Phase,Real Date,Start date,End date,Period_Date,Attribution,GroupNo,Space,Unit type,Unit entropy,Sieved,,
4285,10628,1732,,,,,,Danish redware B,,GRE,CEW,dish,tableware,dry food,1,1,FALSE,28.1,,13,,,Uncertain,,,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,FALSE,,"base of prob dish; red slipped, unglazed ext; inter all spalled off",FALSE,S17.8,1790-1830,1790,1830,1780-1840,Midden,1680,1680,Midden,in situ,FALSE,,
4286,3263,729,,,,180,,Danish redware B,,GRE,CEW,dish,tableware,dry food,1,1,FALSE,59.5,,20,,,Decorated,,Slipped,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,FALSE,18 th c?,base and body of large dish with prominent step at rim/well border - v. Dutch? Slipped bands and wavy lines; cf. Bartels 424 & 429; base c. 70mm diam,FALSE,S20.2,1670-1700,1670,1700,1660-1720,School Dormitory,272,733,Drain,in situ,TRUE,,
4287,3263,729,,,,,,Rhenish whiteware,,GWE,CEW,,,,1,,TRUE,0.3,,,,,,,,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,FALSE,,"ochre glaze, int & ext, pink-buff fabric; thin-walled vessel - cup?",FALSE,S20.2,1670-1700,1670,1700,1660-1720,School Dormitory,272,733,Drain,in situ,TRUE,,
4288,3263,729,,,,,,Danish redware A,,GRE,CEW,,,,1,,TRUE,0.3,,,,,,,,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,FALSE,,green-brown glazed int.; prob from a cooking vessel,FALSE,S20.2,1670-1700,1670,1700,1660-1720,School Dormitory,272,733,Drain,in situ,TRUE,,
4289,2110,437,,,,,,Danish redware A,,GRE,CEW,cooking vessel,cooking,cooking,1,1,FALSE,33.3,,,,,,,,,,FALSE,,,FALSE,FALSE,TRUE,FALSE,used on fire - not heavy,FALSE,,"foot of skillet, pipkin or cauldron; glazed int. Only",FALSE,S4.3,1780-1800,1780,1800,1780-1810,Lodge/Dining Room & Chambers,757,989,Fireplace,in situ,FALSE,,
4290,10760,2004,,,,,,Danish redware A,,GRE,CEW,cooking vessel,cooking,cooking,2,,FALSE,44.7,,15,,,,,,,,FALSE,,,FALSE,FALSE,TRUE,FALSE,"used on fire, heavily",FALSE,,rounded base of skillet or pipkin,FALSE,C.3,1830-1850,1830,1850,1810-1870,Courtyard,1257,1257,Floor,in situ,FALSE,,
4291,10760,2004,,,,,,Danish redware A,,GRE,CEW,,,,1,,TRUE,2.3,,,,,Uncertain,,,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,FALSE,,glazed int. Green splashes; unglazed but slipped ext.,FALSE,C.3,1830-1850,1830,1850,1810-1870,Courtyard,1257,1257,Floor,in situ,FALSE,,
4292,10936,2420,,,,,,Danish redware A,,GRE,CEW,cooking vessel,cooking,cooking,5,1,FALSE,23.2,,,,,Undecorated,,,,,FALSE,,,FALSE,FALSE,TRUE,FALSE,used on fire,FALSE,,"handle and body sherds - prob pipkin rather than skillet; glazed in, unglazed ext. But red slip-coated",FALSE,S25.3,1720,1720,1720,1720-1750,Boys Lodge (servants?),2520,2520,Wall,disorganized,FALSE,,
4293,1144,178,,,4283,1009,,Danish redware A,,GRE,CEW,cauldron,cooking,cooking,1,1,FALSE,39.7,,,,,,,,,,FALSE,,,FALSE,FALSE,TRUE,FALSE,used on fire,FALSE,,"large foot from large vessel - prob cauldron; glazed int, unglazed ext.",FALSE,S4.5,1840-1890,1840,1890,1840-1900,Pantry/Kitchen,300,300,Floor,in situ,FALSE,,
4294,10781,2079,,,,135,,Danish redware A,,GRE,CEW,dish,tableware,dry food,1,1,FALSE,19.3,9,,280,,Uncertain,,,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,FALSE,,"beaded/hammerhead rim of large dish; red slipped ext, traces of glaze - prob int. Glaze",FALSE,C.2-3,1720-1850,1720,1850,1720-1870,Courtyard,2061,1257,External area,in situ,FALSE,,
4295,3122,598,,,,,,Danish redware A,,GRE,CEW,pipkin/cauldron,cooking,cooking,1,1,FALSE,29.4,5,,,,,,,,,FALSE,,,FALSE,FALSE,TRUE,FALSE,used on fire,FALSE,,"Rim of v. Large vessel, with unusual frilling on internal edge of bevel; unglazed int and ext. - though inside may have glaze",TRUE,S34.1,1880-1920,1880,1920,1870-1930,Silo Pit,635,364,Silo,in situ,FALSE,,
4296,3122,598,,,,,,Danish redware A,,GRE,CEW,dish,tableware,dry food,1,,TRUE,3.5,,,,,Decorated,,Slipped,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,FALSE,,"body, glazed int, unglazed ext; slip line. Mid brown glaze",FALSE,S34.1,1880-1920,1880,1920,1870-1930,Silo Pit,635,364,Silo,in situ,FALSE,,
4297,10908,2354,,,,,,Danish redware A,,GRE,CEW,cooking vessel,cooking,cooking,2,1,FALSE,23.2,,,,,Uncertain,,,,,FALSE,,,FALSE,FALSE,TRUE,FALSE,"used on fire, heavy",FALSE,,"foot of skillet or pipkin and body sherd; glazed int, unglazed ext. Tip of foot broken off",FALSE,S18.3,1690-1700,1690,1700,1690-1720,Pantry,2292,1884,Floor,in situ,FALSE,,
4298,1175,234,,,,,,Danish redware A,,GRE,CEW,cooking vessel,cooking,cooking,9,1,FALSE,43.4,,30,,,Uncertain,,,,,FALSE,,,FALSE,FALSE,TRUE,FALSE,heavy use on fire,FALSE,,"rounded base & body of skillet or pipkin, glazed int, unglazed ext.",FALSE,S4.5,1840-1890,1840,1890,1840-1900,Pantry/Kitchen,300,300,Floor,in situ,FALSE,,
4299,10834,2161,,,,,,glazed earthenware,,Stoneware_LS,ST,cauldron,cooking,cooking,1,1,FALSE,51.7,,,,,,,,,,FALSE,,,FALSE,FALSE,TRUE,FALSE,used on fire,FALSE,,"large lug handle from large cauldron; grey fabric and glazed ext, possibly just a Danish redware; heavily encrusted so hard to ID fabric",FALSE,C.2-3,1720-1850,1720,1850,1720-1870,Courtyard,1771,1257,External area,in situ,FALSE,,
4300,7527,1329,,,,161,,Danish redware A,,GRE,CEW,pipkin/cauldron,cooking,cooking,2,1,FALSE,12,8,,140,8,Decorated,,Slipped,,,FALSE,,,FALSE,FALSE,FALSE,TRUE,heavy use on fire,FALSE,17 c.+,"triple cordon rim with green glaze int, unglazed ext; Sv. Rim type 2.2; white slip line along rim edge",FALSE,S12.1,1690-1740,1690,1740,1690-1750,Living Quarters,1320,1320,Floor,in situ,TRUE,,
4301,7527,1329,,,,,,Danish redware A,,GRE,CEW,,,,7,,TRUE,25.7,,,,,,,,,,FALSE,,,FALSE,FALSE,TRUE,FALSE,used on fire,FALSE,,"body sherds, slipped but unglazed  or splash glazed; either cooking vessel or fire cover",FALSE,S12.1,1690-1740,1690,1740,1690-1750,Living Quarters,1320,1320,Floor,in situ,TRUE,,
4302,7527,1329,,,,138,,Danish redware A,,GRE,CEW,fire pan,other,,1,1,FALSE,21,,,,,,,,,,FALSE,,,FALSE,FALSE,TRUE,FALSE,used on/with fire,FALSE,,"rim - prob of oval/rectangular vessel; either fire pan or fire cover - or dripping tray, prob former; unglazed",FALSE,S12.1,1690-1740,1690,1740,1690-1750,Living Quarters,1320,1320,Floor,in situ,TRUE,,
4303,10867,2246,,,,,,Danish redware A,,GRE,CEW,cooking vessel,cooking,cooking,3,1,FALSE,26.9,,,,,Uncertain,,,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,FALSE,17 c.,complete handle and body sherds; handle type E,TRUE,C.2-3,1720-1850,1720,1850,1720-1870,Courtyard,1771,1257,External area,in situ,FALSE,,
4304,10747,1968,,,,,,Danish redware A,,GRE,CEW,cooking vessel,cooking,cooking,5,,TRUE,8.6,,,,,,,,,,FALSE,,,FALSE,FALSE,TRUE,FALSE,heavy use on fire,FALSE,,"glazed int. Unglazed ex., body sherds",FALSE,S18.5,1740-1760,1740,1760,1720-1780,Pantry,1887,1884,Floor,in situ,FALSE,,
4305,10747,1968,,,,1105,,Danish redware A,,GRE,CEW,dish,tableware,dry food,1,1,FALSE,37,,14,,,Decorated,,Slipped,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,FALSE,,"base of dish with white sliptrail; glazed int, unglazed ext.",FALSE,S18.5,1740-1760,1740,1760,1720-1780,Pantry,1887,1884,Floor,in situ,FALSE,,
4306,2970,643,,,,,,Danish redware A,,GRE,CEW,cooking vessel,cooking,cooking,1,,TRUE,40.1,,,,,,,,,,FALSE,,,FALSE,FALSE,TRUE,FALSE,heavy use on fire,FALSE,,"int glazed, ext, unglazed; body from large pipkin/skillet",FALSE,S4.3,1780-1800,1780,1800,1780-1810,Lodge/Dining Room & Chambers,685,989,Floor,in situ,FALSE,,
4307,10894,2318,,,,177,,Danish redware B,,GRE,CEW,cauldron,cooking,cooking,2,1,FALSE,79.6,,,,,,,,,,FALSE,,,FALSE,FALSE,TRUE,FALSE,heavy use on fire,FALSE,,"foot (straight) and body; foot very large, must be from cauldron; green-brown glazed int, unglazed ext.",FALSE,S18.3,1690-1700,1690,1700,1690-1720,Pantry,2292,1884,Floor,in situ,FALSE,,
4308,10695,1860,,,4260,269,,Frechen whiteware,,GWE,CEW,bowl (wall-sided),tableware,wet food,1,1,FALSE,3.5,12,,90,,Decorated,,Slipped,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,FALSE,,ochre yellow glaze; rim from cup/porringer,TRUE,S17.8,1790-1830,1790,1830,1780-1840,Midden,1680,1680,Wall,disorganized,FALSE,,
4309,10695,1860,,,,,,Danish redware A,,GRE,CEW,pipkin/cauldron,cooking,cooking,1,1,FALSE,4.3,8,,,8,Undecorated,,,,,FALSE,,,FALSE,FALSE,TRUE,FALSE,used on fire,FALSE,17 c.+,"triple cordon rim; Sv type 2,1; small vessel - prob pipkin; green glazed int, unglazed ext.",TRUE,S17.8,1790-1830,1790,1830,1780-1840,Midden,1680,1680,Wall,disorganized,FALSE,,
4310,2783,571,,,,,,Danish redware B,,GRE,CEW,cooking vessel,cooking,cooking,2,,TRUE,5,,,,,,,,,,FALSE,,,FALSE,FALSE,TRUE,FALSE,used on fire,FALSE,,"body sherds from cooking vessel; glazed int, unglazed ext.",FALSE,S20.1,1650-1670,1650,1670,1630-1690,School Dormitory,436,733,Floor,in situ,TRUE,,
4311,7662,1555,,,,,,Danish redware A,,GRE,CEW,closed vessel,hollow ware,,2,1,FALSE,21.4,,20,,,,,,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,FALSE,,"base, c.90mm diam; flat with vertical sides - cylindrical vessel - cup/beaker or jar?",FALSE,S7.3,1800-1840,1800,1840,1780-1840,Vestibule & Corridor,775,775,Floor,in situ,FALSE,,
4312,4796,930,,,,164,,Danish redware A,Gdansk,GRE,CEW,pipkin/cauldron,cooking,cooking,4,1,FALSE,26.2,7,,110,8,Undecorated,,,,,FALSE,,,FALSE,FALSE,TRUE,FALSE,used on fire,FALSE,17 c+,"triple cordon rim, type 2.1, long slender foot; glazed int (orange-yellow), unglazed ext",FALSE,S22.2,1700-1730,1700,1730,1690-1750,Assistant Teachers Quarters,842,842,Floor,in situ,FALSE,,
4313,4796,930,,,,,,Rhenish whiteware,,GWE,CEW,,,,1,,TRUE,0.3,,,,,,,,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,FALSE,,"tiny sherd, yellow ochre glazed int & ext,",FALSE,S22.2,1700-1730,1700,1730,1690-1750,Assistant Teachers Quarters,842,842,Floor,in situ,FALSE,,
4314,7519,1319,,4319,,334,,Martaban ware,,GWE,CEW,jar,storage/utility,storage,2,1,FALSE,31.8,16,,140,,,,,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,FALSE,,rim & neck of large storage jar; could be Martaban? Or just Rhenish/German,TRUE,S31.1,1650-1700,1650,1700,1660-1690,Bishops Former Living Quarters,546,546,Wall,disorganized,FALSE,,
4315,4860,1034,,,,,,Danish redware A,,GRE,CEW,dish/bowl,tableware,dry food,1,1,FALSE,41.1,,19,,,,,,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,FALSE,,"100mm diam base of deep dish; glazed int, unglazed but slipped ext.",FALSE,S13.2,1750-1800,1750,1800,1750-1810,Main Corridor,1117,751,Drain,in situ,FALSE,,
4316,7717,1628,,,,1107,,Danish redware A,,GRE,CEW,pipkin/cauldron,cooking,cooking,6,1,FALSE,114.4,,,,,Decorated,,Slipped,,,FALSE,,,FALSE,FALSE,TRUE,FALSE,heavy use on fire,FALSE,,foot (bowed) and body sherds; upper body with white slip dashes; cordon at neck,FALSE,S18.7,1770-1790,1770,1790,1750-1810,Pantry,1335,1335,Floor,in situ,FALSE,,
4317,4803,947,,,,1258,,Danish redware A,,GRE,CEW,cooking vessel,cooking,cooking,1,,TRUE,14.5,,,,,,,,,,FALSE,,,FALSE,FALSE,TRUE,FALSE,used on fire,FALSE,,"start of long handle; glazed int, unglazed ext.",FALSE,S21.1,1650-1690,1650,1690,1630-1690,School Room,878,878,Floor,in situ,FALSE,,
4318,1592,238,,4361,4326,,366,redware A,Coppengrave,GRE,CEW,lid,storage/utility,,2,1,FALSE,39.2,40,,100,,Decorated,,Slipped,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,FALSE,19 c?,domed lid with button type finial; white sliptrail squiggles with green streakes over and white cross on finial with 4 green dots,TRUE,S4.4,1800-1840,1800,1840,1780-1840,Pantry/Kitchen,825,301,Floor,in situ,FALSE,,
4319,7578,1412,,4314,,,334,Martaban ware,,GWE,CEW,jar,storage/utility,storage,1,,FALSE,19.7,16,,140,,,,,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,FALSE,,rim of large  jar; reftits 4314,FALSE,S18.8,1790-1830,1790,1830,1780-1840,Midden,1335,1335,Wall,disorganized,FALSE,,
4320,7578,1412,,,,,,Danish redware A,,GRE,CEW,cooking vessel,cooking,cooking,4,1,FALSE,50.9,,100,,,,,,,,FALSE,,,FALSE,FALSE,TRUE,FALSE,used on fire,FALSE,,rounded base and body sherds,FALSE,S18.8,1790-1830,1790,1830,1780-1840,Midden,1335,1335,Wall,disorganized,FALSE,,
4321,7578,1412,,,,,,Danish redware A,,GRE,CEW,dish,tableware,dry food,1,,TRUE,6.3,,,,,Decorated,,Slipped,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,FALSE,,body with white sliptrail bands; glazed int. Only,FALSE,S18.8,1790-1830,1790,1830,1780-1840,Midden,1335,1335,Wall,disorganized,FALSE,,
4322,7578,1412,,,,,,Danish redware A,,GRE,CEW,,,,1,,TRUE,4.8,,,,,Decorated,,Slipped,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,FALSE,,body with circular white sliptrial motif; prob from bowl/cup,FALSE,S18.8,1790-1830,1790,1830,1780-1840,Midden,1335,1335,Wall,disorganized,FALSE,,
4323,7578,1412,,,,,,redware A,,GRE,CEW,,,,1,1,FALSE,1,,,,,,,,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,FALSE,,"rim - fairly orange glazed ext, but fabric seems to match; rim of bowl/cup prob.",FALSE,S18.8,1790-1830,1790,1830,1780-1840,Midden,1335,1335,Wall,disorganized,FALSE,,
4324,7578,1412,,,,419,,unglazed white earthenware,,UNID_EW,OTHER,closed vessel,hollow ware,,1,1,FALSE,17.9,,26,,,,,,,,FALSE,,,FALSE,FALSE,TRUE,FALSE,used on fire,FALSE,,"base of small jar/bowl - 5.5mm diam, used for cooking - ext. Heavily sooted black",FALSE,S18.8,1790-1830,1790,1830,1780-1840,Midden,1335,1335,Wall,disorganized,FALSE,,
4325,1169,184,,,,,,Danish redware A,,GRE,CEW,pipkin/cauldron,cooking,cooking,3,1,FALSE,51.7,,,,,,,,,,FALSE,,,FALSE,FALSE,TRUE,FALSE,used on fire,FALSE,,foot (bowed) and body sherds,FALSE,S4.5,1840-1890,1840,1890,1840-1900,Pantry/Kitchen,300,300,Floor,in situ,FALSE,,
4326,1169,184,,,4318,,366,redware A,,GRE,CEW,lid,storage/utility,,1,1,FALSE,9.5,12,,90,,Decorated,,Slipped,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,FALSE,,rim of lid with white sliptrail squiggles and green glaze lines over; prob same as 4318,FALSE,S4.5,1840-1890,1840,1890,1840-1900,Pantry/Kitchen,300,300,Floor,in situ,FALSE,,
4327,4927,1164,,,,365,,redware A,,GRE,CEW,jar,storage/utility,storage,9,1,FALSE,277.5,,11,,,Decorated,,Slipped,,,FALSE,,,FALSE,FALSE,TRUE,FALSE,used on fire,FALSE,,"tall, conical jar with carination at shoulder and white sliptrail wavy line on shoulder;  glazed only on shoulder and base, uneven int. Glazing; poss a syrup jar? See Gawronksi. Slight external sooting near base - used for cooking?",TRUE,S10.3,1760-1800,1760,1800,1750-1810,Kitchen,1500,1101,Drain,in situ,TRUE,,
4328,4927,1164,,,4372,160,,Danish redware A,,GRE,CEW,pipkin/cauldron,cooking,cooking,2,1,FALSE,21.3,9,,170,,Decorated,,Slipped,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,FALSE,,"uneven green and red glazed, int & ext with white sliptrail dashes; similar to Sv rim type 4; also see Papa Stour, type 4",TRUE,S10.3,1760-1800,1760,1800,1750-1810,Kitchen,1500,1101,Drain,in situ,TRUE,,
4329,7525,1327,,,,,,Danish redware A,,GRE,CEW,pipkin/cauldron,cooking,cooking,2,1,FALSE,60.1,,,,,,,,,,FALSE,,,FALSE,FALSE,TRUE,FALSE,used on fire,FALSE,,base and upper part of foot of large cooking vessel - prob cauldron,FALSE,MC.2,1700-1750,1700,1750,1690-1750,Midden Zone C,634,1070,Wall,disorganized,TRUE,,
4330,1160,183,,,,1223,,Danish redware B,,GRE,CEW,cooking vessel,cooking,cooking,13,1,FALSE,119.7,,22,,,,,,,,FALSE,,,FALSE,FALSE,TRUE,FALSE,heavy use on fire,FALSE,,120mm diam flat base of cooking vessel; glazed int. Only,FALSE,S20.3,1700-1750,1700,1750,1690-1750,School Dormitory,733,733,Floor,disturbed,FALSE,,
4331,58,49,,,,,,Blackware,Coppengrave,GRE,CEW,jar,storage/utility,storage,1,,TRUE,40.1,,,,,,,,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,FALSE,,"black/dk brown thick glaze on upper ext. part of vessel, all-over glaze int; body sherd",FALSE,S8.4,1850,1850,1850,1840-1870,Nursery/Private Chambers,39,39,Wall,disorganized,FALSE,,
4332,58,49,,,,281,,Frechen whiteware,,GWE,CEW,lid,storage/utility,,1,1,FALSE,4.1,8,,120,,Decorated,,Slipped,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,FALSE,,"white sliptrail motif on ext; rim sherd, plain from low domed lid",TRUE,S8.4,1850,1850,1850,1840-1870,Nursery/Private Chambers,39,39,Wall,disorganized,FALSE,,
4333,4723,778,,,,1001,,Danish redware A,,GRE,CEW,pipkin,cooking,cooking,2,1,FALSE,36,,,,,,,,,,FALSE,,,FALSE,FALSE,TRUE,FALSE,used on fire,FALSE,,"foot (straight) & body; unglazed ext, thin pale greenish glaze int",FALSE,S29.1,1780-1790,1780,1790,1780-1810,Infirmary,3029,3029,Floor,in situ,FALSE,,
4334,4723,778,,,,,,Danish redware A,,GRE,CEW,,,,1,,TRUE,0.9,,,,,,,,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,FALSE,,small sherd - poss white slipcoat interior? Prob from cooking vessel,FALSE,S29.1,1780-1790,1780,1790,1780-1810,Infirmary,3029,3029,Floor,in situ,FALSE,,
4335,10632,1740,,,,168,,Danish redware A,,GRE,CEW,pipkin/cauldron,cooking,cooking,7,1,FALSE,91.2,20,,150,8,Undecorated,,,,,FALSE,,,FALSE,FALSE,TRUE,FALSE,used on fire,FALSE,17 c+,"2 feet, body sherds and 2 rims; Sv type 2.1; unglazed ext, clear glazed int.; large vessel - prob cauldron",TRUE,S18.6,1760-1770,1760,1770,1750-1780,Pantry,1335,1335,Floor,in situ,FALSE,,
4336,10632,1740,,,,,,Danish redware A,,GRE,CEW,dish,tableware,dry food,1,,TRUE,8.1,,,,,Decorated,,Slipped,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,FALSE,,body with white sliptrail bands; glazed int. Only,FALSE,S18.6,1760-1770,1760,1770,1750-1780,Pantry,1335,1335,Floor,in situ,FALSE,,
4337,10632,1740,,,,,,Danish redware A,,GRE,CEW,,,,1,,TRUE,1.7,,,,,,,,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,FALSE,,"small body sherd, glazed int & ext.",FALSE,S18.6,1760-1770,1760,1770,1750-1780,Pantry,1335,1335,Floor,in situ,FALSE,,
4338,10632,1740,,,,,,Danish redware A,,GRE,CEW,closed vessel,hollow ware,,1,,TRUE,6.4,,,,,Decorated,,Slipped,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,FALSE,,body with white sliptrail circles and dot; glazed int & ext; poss cup/porringer,FALSE,S18.6,1760-1770,1760,1770,1750-1780,Pantry,1335,1335,Floor,in situ,FALSE,,
4339,10632,1740,,,,,,Sunderland brownware,,GRE,CEW,closed vessel,hollow ware,,1,1,FALSE,65.6,20,,100,,,,,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,FALSE,,"rim with large handle, brown glazed int & ext. Cauldron - or chamber pot? Looks too big to be jug",TRUE,S18.6,1760-1770,1760,1770,1750-1780,Pantry,1335,1335,Floor,in situ,FALSE,,
4340,7531,1336,,,,,,Danish redware B,,GRE,CEW,closed vessel,hollow ware,,7,1,FALSE,51.9,,,,,,,,,,FALSE,,,FALSE,FALSE,TRUE,FALSE,possible use on fire,FALSE,,"body sherds - probably handled vessel - could be cauldron but only 1 sherd has possible sooting; greenish brown glazed int., unglazed but red slipped ext.",FALSE,S6.3,1800-1890,1800,1890,1780-1900,Bishops Living Quarters (later),1174,1174,Floor,disturbed,FALSE,,
4341,7531,1336,,,,,,Rhenish whiteware,,GWE,CEW,,,,1,,TRUE,5.3,,,,,,,,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,FALSE,,"tab brown int. Glaze, pinkish ext slip with v. Thin glaze;",FALSE,S6.3,1800-1890,1800,1890,1780-1900,Bishops Living Quarters (later),1174,1174,Floor,disturbed,FALSE,,
4342,4898,1097,,,,,,Danish redware A,,GRE,CEW,cooking vessel,cooking,cooking,1,,TRUE,37.7,,,,,,,,,,FALSE,,,FALSE,FALSE,TRUE,FALSE,heavy use on fire,FALSE,,"foot (straight); clear glazed int, unglazed ext.",TRUE,S21.2,1690-1750,1690,1750,1690-1750,School Room,153,878,Fireplace,in situ,FALSE,,
4343,1989,374,,,,,,Frechen whiteware,,GWE,CEW,closed vessel,hollow ware,,2,,TRUE,37.5,,,,,,,,,,FALSE,,,FALSE,FALSE,FALSE,TRUE,,FALSE,,green glazed ext - poss unglazed int - jug? Buff-white fabric; burnt post-breakage?,FALSE,S8.2,1750-1800,1750,1800,1750-1810,Nursery/Private Chambers,1298,39,Floor,in situ,FALSE,,
4344,4863,1034,,,,,,Danish redware A,,GRE,CEW,cooking vessel,cooking,cooking,5,,TRUE,22.8,,,,,,,,,,FALSE,,,FALSE,FALSE,TRUE,FALSE,used on fire,FALSE,,"body sherds, 1 foot (?bowed); poss more than 1 vessel here; glazed int, unglazed ext.",FALSE,S13.2,1750-1800,1750,1800,1750-1810,Main Corridor,1117,751,Drain,in situ,FALSE,,
4345,2132,468,,,,,,redware A,,GRE,CEW,cooking vessel,cooking,cooking,1,1,FALSE,21.4,,,,,,,,,,FALSE,,,FALSE,FALSE,TRUE,FALSE,used on fire,FALSE,,v.pointed foot (bowed) of cooking vessel,TRUE,S4.3,1780-1800,1780,1800,1780-1810,Lodge/Dining Room & Chambers,799,301,Floor,in situ,TRUE,,
4346,1,85,,,,176,,Danish redware B,,GRE,CEW,bowl (wall-sided),tableware,wet food,1,1,FALSE,16.1,8,,160,,,,,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,FALSE,,"rim from carinated bowl - possibly of porringer; glazed int, unglazed ext. Rim type",TRUE,S21.5,1790,1790,1790,1780-1810,School Room,81,81,Floor,in situ,FALSE,,
4347,1,85,,,,178,,Danish redware B,,GRE,CEW,closed vessel,hollow ware,,2,1,FALSE,6.5,10,,130,,Decorated,,,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,FALSE,,"rim of small jar or bowl, glazed int, unglazed ext - but impressed wavy line on ext.",TRUE,S21.5,1790,1790,1790,1780-1810,School Room,81,81,Floor,in situ,FALSE,,
4348,7574,1402,,,,,,Danish redware A,,GRE,CEW,dish,tableware,dry food,4,1,FALSE,58.5,,11,,,Decorated,,Slipped,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,FALSE,,base (c.120mm diam) of large dish with white sliptrail on int with green glaze splashes; most of glaze has come off but seems to be glazed int and ext.,FALSE,S7.3,1800-1840,1800,1840,1780-1840,Vestibule & Corridor,775,775,Floor,in situ,FALSE,,
4349,7574,1402,,,,,,Danish redware A,,GRE,CEW,cooking vessel,cooking,cooking,1,,TRUE,2.9,,,,,,,,,,FALSE,,,FALSE,FALSE,TRUE,FALSE,used on fire,FALSE,,body sherd of cooking vessel; glazed int only,FALSE,S7.3,1800-1840,1800,1840,1780-1840,Vestibule & Corridor,775,775,Floor,in situ,FALSE,,
4350,7574,1402,,,,,,Rhenish whiteware,,GWE,CEW,,,,1,,TRUE,3.1,,,,,,,,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,FALSE,,"spall, pinkish fabric - no surfaces extant; v. Coarse with abundant quartz",FALSE,S7.3,1800-1840,1800,1840,1780-1840,Vestibule & Corridor,775,775,Floor,in situ,FALSE,,
4351,80,79,,,,,,redware A,,GRE,CEW,,,,1,,TRUE,8.2,,,,,,,,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,FALSE,,"brown glazed int, unglazed ext; thick-walled vessel",FALSE,S13.4,1830-1850,1830,1850,1810-1870,Silo/Midden,30,30,Midden,in situ,FALSE,,
4352,80,79,,,,,,redware A,,GRE,CEW,,,,1,,TRUE,1.4,,,,,,,,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,FALSE,,"brown glazed, int & ext., thin-walled vessel",FALSE,S13.4,1830-1850,1830,1850,1810-1870,Silo/Midden,30,30,Midden,in situ,FALSE,,
4353,80,79,,,,,,Danish redware B,,GRE,CEW,closed vessel,hollow ware,,2,,TRUE,4.8,,,,,Decorated,,Slipped,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,FALSE,,"body sherds of bowl/jar/jug etc. - white slipped motifs, greenish glaze ext., pinkish int, slightly glazed",FALSE,S13.4,1830-1850,1830,1850,1810-1870,Silo/Midden,30,30,Midden,in situ,FALSE,,
4354,80,79,,,,157,,Danish redware A,,GRE,CEW,pipkin/cauldron,cooking,cooking,3,1,FALSE,30.6,38,,110,,Decorated,,Slipped,,,FALSE,,,FALSE,FALSE,TRUE,FALSE,heavy use on fire,FALSE,,white sliptrail with green glaze ext & ?int - heavy sooting around rim - unusual location; rim type 3? Not quite consisent with any types,TRUE,S13.4,1830-1850,1830,1850,1810-1870,Silo/Midden,30,30,Midden,in situ,FALSE,,
