ID,"Site, year, findnr",FindsNo,Context,Area,Dating,Fragm,Type of context,Preservation condition,Comments,Colour,Geological type,Grain size,Origin,Analyzed by,Type,Part of whetstone,Whetstone size,Nr of grinding surfaces preserved,Description of broad side,Description of narrow side,Description of end peice 1,Description of end peice 2,Cross section,Edges,Use of surfaces,Grooves,Strap attachment,General use,Description,"Sooth, iron, precipitation",Usability,Geological comments and observation,Weight,Length (full),Width (full),Thickness (full),Length (frag),Width (frag),Thickness (frag),Building Phase,Start Date,End Date,Period_Date,Attribution
313,SKH03,1517,277,,,1,,Stabile,,Mid grey,Schist,Fine,Eidsborg/Norway,,Whetstone fragment,Fragment/used,Unknown,2,Indeterminable,Indeterminable,,,,,,,,Unknown,Small mid grey schist fragment with remains of grinding surfaces but too small to small to determine any original size or shape.,None,Not usable,,6,,,,3.6,1.9,0.8,S20.2,1670,1700,1660-1720,School Dormitory
314,SKH03,1528,280,,,1,,Stabile,,Light grey,Schist,Fine,Eidsborg/Norway,Sice,Whetstone,End and centre piece,Medium,4,Parallel,Tapering,Rounded with gradual transition to the side,,Rectangular,Rounded/Sharp,Smooth,None,None,Moderate,"End and centre piece of a light grey schist stone. Smooth surfaces, in areas a bit vawy due to use. Nicely rounded head and slightly rounded edges. Rectangular cross section.",None,Very usable,,25,,2.1,0.9,9,,,S20.2,1670,1700,1660-1720,School Dormitory
315,SKH03,1528,280,,,1,,Stabile,,Light grey,Schist,Fine,Eidsborg/Norway,,Whetstone fragment,Fragment/used,Unknown,3,Indeterminable,Indeterminable,,,,,smooth,None,None,Unknown,Fragmented end and centre piece of a light grey whetstone. Remains of three smooth surfaces and straight but rounded end piece. Broken both diagonally and longways.,None,Usable,,24,,1.6,,7.2,,1.3,S20.2,1670,1700,1660-1720,School Dormitory
316,SKH03,1559,285,,,2,,Stabile,,Mid grey,Schist,Fine,Eidsborg/Norway,Sice,Whetstone fragment,Fragment/used,Unknown,,Indeterminable,Indeterminable,,,,,Smooth,None,None,Unknown,Two small fragments with remains of grinding surfaces but too small to small to determine any original size or shape.,None,Not usable,,7.5,,,,2.7,1.9,0.6,S20.2,1670,1700,1660-1720,School Dormitory
317,SKH03,1568,284,,,1,,Stabile,,Light grey,Schist,Fine,Eidsborg/Norway,Sice,Whetstone,End piece only,Unknown,2,Indeterminable,Indeterminable,Rounded with gradual transition to the side,,Oval/parralel sides,Rounded,Smooth,None,None,Unknown,End piece fragmnet of a light grey whetstone of the Eidsborg type. Rounded end piece and smooth grinding surface. Too small to determina any original size or shape.,None,Not usable,,2.5,,,,1.8,1.6,0.5,S20.2,1670,1700,1660-1720,School Dormitory
318,SKH03,1606,286,,,1,,Baad,,Light grey,Schist,Fine,Eidsborg/Norway,Sice,Whetstone fragment,Fragment/used,Unknown,2,Indeterminable,Indeterminable,,,Unknown,Rounded,Smooth,None,None,Unknown,Very small fragment of light grey Eidsborg schist. Too small a fragmtent to determine any original shape or size of the whetstone. Rather thin with rounded edges and remains of two smooth grinding surfaces.,None,Not usable,,0.5,,,,1.5,0.7,0.4,S20.2,1670,1700,1660-1720,School Dormitory
319,SKH03,1622,333,,,1,,Stabile,,Mid grey,Schist,Fine,Eidsborg/Norway,Sice,Whetstone,Centre piece only,Unknown,4,Indeterminable,Indeterminable,,,Rectangular,Rounded/Sharp,Smooth,None,None,Unknown,"Centre piece of a mid grey Eidsborg schist type whetstone. Relatively sharp edges, rectangular cross section and smooth grinding surfaces. Too small a fragment to determine the original size or shape fully. One end looks slightly more rounded than the other and could be the original end piece.",None,Not usable,,7.5,,1.3,1,2.8,,,S20.3,1700,1750,1690-1750,School Dormitory
320,SKH03,1990,374,,,1,,Stabile,,Light grey,Schist,Fine,Eidsborg/Norway,,Whetstone,Centre piece only,Unknown,4,Irregular,Irregular,,,Uneven/other,Rounded,Very irregular,U-shaped deep,None,Re-used after breakage,"Fragmented whetstone, probably end or centre piece of a broken stone, re-used after breakage to grind down damaged blades. Very deep U-shaped groove into one of the broad sides. Otherwise smooth but vawy surfaces with small holes in the grain structure.",None,Usable,"Small holes, evenly distributed in the grain structure, not disturbing the grindning surfaces",18,5.6,2.2,1,,,,S8.2,1750,1800,1750-1810,Nursery/Private Chambers
321,SKH03,2152,164,,,1,,Stabile,,Mid grey,Schist,Medium fine,Unknown,Sice,Whetstone,End and centre piece,Medium,2,Parallel,Parallel,Straight,,Oval/parralel sides,Rounded,Smooth,None,None,Limited,"End and centre piece of a medium to large sized whetstone. Schist type of uncertatin origin, will need further geological determination. Very laminated and loose grain structure. Mid grey and medium coarse grain structure. Nicely shaped and only limited used, compared to other excamples of this stone type. Almost full original dimentions preserved except from the length. Parallel sides, rounded edges and oval cross section. Straight end piece. Two slightly convex grinding surfaces preserved.",None,Usable,Frekjubrýni?,64,,3.4,1.1,7.6,,,MA.2,1910,1930,1900-1930,Midden Zone A
322,SKH03,2161,471,,,1,,Good,,Light grey,Schist,Fine,Eidsborg/Norway,Sice,Whetstone,End piece only,Small,2,Parallel,Tapering,Slanting,,Rectangular,Rounded,Smooth,None,None,Moderate,"End piece of a small whetstone of the light grey Eidsborg schist type. Parallel sides looking at the broad sid and slightly tapering towards the end piece looking at the narrow side. Smooth grinding surfaces, rounded edges and square cross section. Slanting end piece.",Iron smear,Usable,,6.5,,1.6,0.5,4.3,,,S5.4,1780,1800,1780-1810,Pantry/Study & Library
323,SKH03,2181,405,,,1,,,,Light grey,Schist,Fine,Eidsborg/Norway,Sice,Whetstone,End piece only,Unknown,4,Tapering,Tapering,Straight,,Rectangular,Rounded,Smooth,None,None,Unknown,"End piece of a small whetstone of the light grey Eidsborg schist type. Tapering sides towards the straight end piece (presumably the lower end piece). Smooth grinding surfaces, rounded edges and square cross section.",None,Not usable,,1.5,,0.9,0.7,0.9,,,MC.1,1650,1700,1630-1720,Midden Zone C
324,SKH03,2288,522,,,1,,Stabile,,Light grey,Schist,Fine,Eidsborg/Norway,Sice,Whetstone fragment,Fragment/used,Unknown,2,Indeterminable,Indeterminable,,,Unknown,Rounded/Sharp,Smooth,None,None,Unknown,Fragment of the end piece of a light grey Eidsborg schist whetstone. Too small to determine the original size or shape. Remains of smooth grinding surfaces and both sharp and rounded edges.,Iron smear,Not usable,,2.5,,,,3,1.5,0.5,S5.4,1780,1800,1780-1810,Pantry/Study & Library
325,SKH03,2338,419,,,1,,Stabile,,Light grey,Schist,Fine,Eidsborg/Norway,Sice,Whetstone,End piece only,Unknown,4,Tapering,Parallel,Irregular shape,,Unknown,Sharp,Smooth,Across edges,None,Re-used after breakage,"Broken end piece of a larger whetstone, re-used after breakage. Grinding marks across the broken surface. Looks like it has both broken diagonally and longways",None,Not usable,,14,,,,5.8,2,1,S20.2,1670,1700,1660-1720,School Dormitory
326,SKH03,2362,427,,,1,,stabile,,Light grey,Schist,Fine,Eidsborg/Norway,,Whetstone fragment,Fragment/used,Unknown,1,Indeterminable,Indeterminable,,,Unknown,Rounded,Smooth,None,None,Unknown,Small fragment of an Eidsborg schist type whetstone. Too small to determine the original size or shape. Remains of a smooth grinding surface and rounded edges.,None,Not usable,,2,,,,2.2,1.5,0.3,S20.2,1670,1700,1660-1720,School Dormitory
327,SKH03,2362,427,,,1,,Good,,Mid grey,Schist,Fine,Eidsborg/Norway,,Whetstone fragment,Fragment/used,Unknown,1,Indeterminable,Indeterminable,,,Unknown,Rounded/Sharp,Rough/smooth,None,None,Unknown,"Large fragment of a mid grey whetstone, likely to be the Eidsborg schist type but is very hard and not very laminated. Further geological determination recommended. Parts of the end and centre piece preserved and one relatively smooth grinding surface. Othervise irregular in shape and with rough surfaces.",None,Usable,"Hard stone type, Schist? Need geo det.",25,,,,6.6,1.7,1.3,S20.2,1670,1700,1660-1720,School Dormitory
328,SKH03,2386,393,,,1,,Good,,Mid grey,Schist,Fine,Eidsborg/Norway,Sice,Whetstone fragment,Fragment/used,Unknown,2,Indeterminable,Indeterminable,,,Unknown,,,None,None,Unknown,Fragment of the end piece of a light grey Eidsborg schist whetstone. Too small to determine the original size or shape.,None,Not usable,,6,,,,4.2,1.4,0.8,S20.1,1650,1670,1630-1690,School Dormitory
329,SKH04,6163,931,,,1,,Stabile,,Light grey,Schist,Fine,Eidsborg/Norway,Sice,Whetstone fragment,Fragment/used,Unknown,2,Indeterminable,Indeterminable,,,,,Smooth,None,None,Unknown,"Small fragment of light grey schist, remains of grinding surfaces but too small to estimate any original shape or size",None,Not usable,,2.1,,,,2.3,1.5,0.4,S21.2,1690,1750,1690-1750,School Room
330,SKH04,6164,945,,,1,,Stabile,,Light grey,Schist,Fine,Eidsborg/Norway,Sice,Whetstone,End piece only,Unknown,2,Indeterminable,Indeterminable,Irregular shape,,Oval/parralel sides,Rounded,Smooth,None,None,Unknown,End piece of a light grey schist stone. Unknown original size or shape. Smooth grinding surfaces.,None,Not usable,,4.1,,2,0.5,2.7,,,S21.2,1690,1750,1690-1750,School Room
331,SKH04,6165,947,,,1,,Stabile,,Light grey,Schist,Fine,Eidsborg/Norway,Sice,Production fragment,Fragment/raw material,Unknown,,,,,,,,None,None,None,Not used,"Small light grey schist fragment, probably production fragment or cut off. No signs of use.",None,Not usable,,3.6,,,,3.7,1.3,0.7,S21.1,1650,1690,1630-1690,School Room
332,SKH04,6168,956,,,1,,Good,,Light grey,Schist,Fine,Eidsborg/Norway,Sice,Whetstone,End and centre piece,Large,2,Tapering,Parallel,Straight but with hew marks,,Rectangular/unevenly,Rounded/Sharp,Rough,None,None,Limited,Roughly shaped and very limited used whetstone. Looks to be a rough blank that was used on one or two surface though none of the surfaces have been smoothended and prepared for whetting.,Iron smear,Usable,,65.7,,2.9,1.8,7.8,,,S5.3,1760,1780,1750-1780,Bishops Dining Room
333,SKH04,6169,958,,,1,,Stabile,Strange shape,Dark grey,Schist,Very fine,Unknown/Norway,Sice,Unknown,Whole,Very small,1,Parallel,Irregular,Rounded with gradual transition to the side,Irregular shape,Rectangular/unevenly,Irregular,Rough/smooth,None,None,Re-used after breakage,"Unusually shaped small whetstone, broad and short. Must be a fragment of a larger whetstone, re-used after breakage for a while (all the edges are rounded) One partially smooth grinding surface and otherwise rough. Hardly usable in the preserved size.",None,Not usable,,7.8,3.6,2,0.6,,,,S5.3,1760,1780,1750-1780,Bishops Dining Room
334,SKH04,6170,981,,,1,,Stabile,,Light grey,Schist,Fine,Eidsborg/Norway,Sice,Whetstone,End and centre piece,Medium,2,Irregular,Irregular,Irregular shape,,Rectangular/unevenly,Irregular,Smooth,Across edges,None,Extensive,End and centre piece of a light grey schist whetstone. Worn down and rather thin. Not used after breakage. Large parts of the grinding surfaces on both broadsides disturbed by holes and irregularities in the grain structure and one narrow side entirely disturbed. Non the less very extensively used.,None,Not usable,"Holes in the grainstructrue, disturbing one narow side and one end of both broadsides.",13.7,,2.2,0.6,6.6,,,S22.2,1700,1730,1690-1750,Assistant Teachers Quarters
335,SKH04,6171,992,,,4,,Baad,,Light grey,Schist,Fine,Eidsborg/Norway,Sice,Whetstone,Whole but chipped,Medium,2,Tapering,Parallel,Facetted,Slanting,Rectangular,Rounded/Sharp,Smooth,None,None,Extensive,Whole but fragmented whetstone of the light grey schist type. Facetted or pointy upper end and slanting lower end piece. Nicely shaped but rather thin due to ware and broken into four pieces.,Chalk,Not usable,,27.3,,,,11.2,2.5,0.6,S7.3,1800,1840,1780-1840,Vestibule & Corridor
336,SKH04,6173,1009,,,1,,Stabile,,Light grey,Schist,Fine,Eidsborg/Norway,Sice,Whetstone,End and centre piece,Medium,2,Parallel,Parallel,Straight but with hew marks,,Oval/parralel sides,Rounded,Smooth,None,None,Extensive,"End and centre piece of a light grey schist whetstone. Nicely bar shaped with parallel sides but extensively used, thin, rounded edges and oval cross section.",None,Usable,,12,,2,0.5,6,,,S21.1,1650,1690,1630-1690,School Room
337,SKH04,6173,1009,,,1,,Stabile,,Light grey,Schist,Fine,Eidsborg/Norway,,Whetstone,End piece only,Unknown,3,Tapering,Parallel,Irregular shape,,Rectangular/unevenly,Irregular,Rough/smooth,None,None,Unknown,Fragmented end piece of a light grey schist whetstone. Remains both smooth grinding surfaces and rough areas. Broken diaginally but probably also disturbed along one of the narrow sides. Irregular shape.,None,Not usable,,13,,1.9,1,4.5,,,S21.1,1650,1690,1630-1690,School Room
338,SKH04,6174,1011,,,1,,Stabile,,Light grey,Schist,Fine,Eidsborg/Norway,Sice,Whetstone,End and centre piece,Medium,2,Parallel,Parallel,Rounded with gradual transition to the side,,Rectangular,Rounded,Smooth,None,None,Moderate,"End and centre piece of a light grey schist whetstone. Nicely bar shaped with parallel sides but extensively used, thin, rounded edges but still rectangular cross section.",Iron smear,Usable,,28,,2.3,0.8,8.5,,,S22.1,1670,1700,1660-1720,Assistant Teachers Quarters
339,SKH04,6174,1011,,,1,,Stabile,,Light grey,Schist,Medium fine,Unknown,,Unknown,Fragment/raw material,Unknown,,,,,,,,,,,Unknown,"Small light grey schist fragment, rather coarse and michasious. Not the regular Eidsborg type. No signs of use.",None,Not usable,,1,,,,2.8,1,0.5,S22.1,1670,1700,1660-1720,Assistant Teachers Quarters
340,SKH04,6175,1013,,,1,,Good,,Light grey,Schist,Fine,Eidsborg/Norway,Sice,Whetstone,End piece only,Medium,4,Parallel,Tapering,Irregular shape,,Rectangular/unevenly,Rounded/Sharp,Smooth,None,"Grip, haft",Extensive,"End piece and perhaps also centre of a medium sized light grey schist whetstone with square cross section, smooth, slightly convex, surfaces and rounded sides. Tapering towards the point of breakage, possibly this end mostly used as handle and the blade drawn towards the opposite end piece.",None,Usable,,21.4,,1.6,1.3,6.6,,,S13.2,1750,1800,1750-1810,Main Corridor
341,SKH04,6176,1022,,,1,,Stabile,,Light grey,Schist,Fine,Eidsborg/Norway,Sice,Whetstone,End and centre piece,Small,4,Parallel,Parallel,Rounded with sharp transition to the side,,Square/even sided,Rounded,Smooth,None,None,Unknown,"End piece and perhaps also centre of a small light grey schist whetstone with square cross section, smooth surfaces and rounded sides. In areas almost with a round cross section due to rounded edges. Unusual type.",None,Not usable,,6,,0.8,0.8,4.5,,,S21.1,1650,1690,1630-1690,School Room
342,SKH04,6176,1022,,,1,,Stabile,,Dark grey,Schist,Very fine,Unknown/Norway,,Whetstone,Whole but chipped,Very small,4,Tapering,Parallel,Rounded with gradual transition to the side,,Square/even sided,Rounded/Sharp,Smooth,None,Hole for suspension,Re-used after breakage,"Whole but chipped very small whetstone of the dark grey schist type. Broken across the suspension hole. Slightly rounded on the broken surface, possibly used for a while after breakage. Both rounded and sharp edges and almost square cross section.",None,Usable,,5,,0.6,0.7,6.1,,,S21.1,1650,1690,1630-1690,School Room
343,SKH05,8946,1450,,,1,,Good,SGB: Phyllite,Dark grey/purplish,Phyllite,Very fine,Unknown/Norway,Sice,Whetstone,Whole but chipped,Small,4,Tapering,Irregular,Straight but with hew marks,Straight but with hew marks,Rectangular/unevenly,Rounded/Sharp,Smooth,None,None,Extensive,Small whetstone of the dark grey schist type. Could have been re-used after breakage but uncertain. Tapering broadside and nicely smooth surfaces.,Chalk,Usable,,12,7.3,1.2,0.7,,,,S5.2,1740,1760,1720-1780,Bishops Dining Room
344,SKH05,8947,1461,,,1,,Stabile,,Light grey,Schist,Fine,Eidsborg/Norway,Sice,Whetstone,End piece only,Medium,2,Indeterminable,Indeterminable,Slanting,,Oval/parralel sides,Rounded,Vawy but smooth,None,None,Extensive,End piece of an extensively used light grey schist whetstone. Worn down and very thin in areas. Rounded edges and smooth but vawy surfaces. Slanting but rounded end piece.,Chalk,Not usable,,9,,2.2,,4.6,,,S7.1,1720,1760,1720-1780,Vestibule & Corridor
345,SKH05,8948,1464,,,1,,Stabile,,Light grey,Schist,Fine,Eidsborg/Norway,Sice,Whetstone,End piece only,Unknown,2,Indeterminable,Indeterminable,Irregular shape,,Unknown,Rounded,Rough/smooth,None,None,Unknown,Fragmented end piece of a light grey schist whetstone. Irregular shape and both rough and smooth surfaces. Too small to estimate any original size or shape.,None,Not usable,,4,,,,3,1.4,1,S11.1,1690,1720,1690-1720,Living Quarters
346,SKH05,8949,1468,,,2,,Stabile,,Light grey,Schist,Fine,Eidsborg/Norway,Sice,Whetstone,Whole but chipped,Small,4,Tapering,Tapering,Rounded with gradual transition to the side,Slanting,Rectangular,Sharp,Smooth,None,None,Re-used after breakage,"Small whetstone, probably the end piece of a larger whetstone, re-used for a while at this size. Smooth surfaces and rather sharp edges. Rectangular cross section and tapering sides towards the point of breakage.",Iron smear,Not usable,,15,6.4,1.4,1,,,,S5.2,1740,1760,1720-1780,Bishops Dining Room
347,SKH05,8950,1469,,,1,,Good,,Light grey,Schist,Fine,Eidsborg/Norway,Sice,Whetstone,End piece only,Medium,4,Indeterminable,Indeterminable,Irregular shape,,Rectangular,Sharp,Smooth,None,None,Unknown,"End piece of a light grey schist whetstone. Nicely shaped, sharp edges, smooth surfaces, rectangular cross section and not reused after breakage.",None,Not usable,,7,,1.5,0.7,4.1,,,S5.2,1740,1760,1720-1780,Bishops Dining Room
